"Vosa";"VosaParts";"Finnish";"English";"SL"
"väkavao";"vä-ka-va-o";"hienous";"nicety";"S"
"väkavao";"vä-ka-va-o";"hienous";"prentice";"S"
"väkavao";"vä-ka-va-o";"hienous";"subtlety";"S"
"väl";"väl";"väli";"gap";"S"
"väl";"väl";"väli";"intermediate";"S"
"väl";"väl";"väli";"interval";"S"
"väl";"väl";"väli";"space";"S"
"välalmol";"väl-al-mol";"jankko";"subsoil";"S"
"välbäkbon";"väl-bäk-bon";"nikama";"spondylos";"S"
"välbäkbon";"väl-bäk-bon";"nikama";"vertebra";"S"
"välcusiteli";"väl-cu-si-te-li";"interaktiivisesti";"interactively";"D"
"välcusiteva";"väl-cu-si-te-va";"interaktiivinen";"interactive";"A"
"-välcuva";"väl-cu-va";"-välinen";"inter-";"A"
"välda";"väl-da";"metatieto";"metadata";"S"
"väldasi";"väl-da-si";"metatiedot";"metadata";"S"
"väleet";"väl-eet";"huilata";"have a break";"V"
"väleet";"väl-eet";"huilata";"rest";"V"
"välejna";"väl-ej-na";"välittömästi";"forthwith";"P"
"välejna";"väl-ej-na";"välittömästi";"immediately";"P"
"välejna";"väl-ej-na";"välittömästi";"instantaneously";"P"
"välejna";"väl-ej-na";"välittömästi";"instantly";"P"
"välejnen";"väl-ej-nen";"heti";"at once";"D"
"välejnen";"väl-ej-nen";"heti";"directly";"D"
"välejnen";"väl-ej-nen";"heti";"immediately";"D"
"välejnen";"väl-ej-nen";"heti";"instantly";"D"
"välejnen";"väl-ej-nen";"heti";"now";"D"
"välejnen";"väl-ej-nen";"heti";"right away";"D"
"välejnen";"väl-ej-nen";"heti";"straight off";"D"
"välejnen";"väl-ej-nen";"heti";"straightaway";"D"
"välejnen";"väl-ej-nen";"heti";"straightway";"D"
"välejnen";"väl-ej-nen";"oitis";"at once";"D"
"välejnen";"väl-ej-nen";"oitis";"directly";"D"
"välejnen";"väl-ej-nen";"oitis";"immediately";"D"
"välejnen";"väl-ej-nen";"oitis";"instantly";"D"
"välejnen";"väl-ej-nen";"oitis";"straightaway";"D"
"välejva";"väl-ej-va";"välitön";"immediate";"A"
"välejva";"väl-ej-va";"välitön";"instant";"A"
"välejva";"väl-ej-va";"välitön";"instantaneous";"A"
"välejvao";"väl-ej-va-o";"välittömyys";"immediacy";"S"
"välem";"väl-em";"välipala";"snack";"S"
"välfeisno";"väl-feis-no";"välivaihe";"intermediate stage";"S"
"välfeisno";"väl-feis-no";"välivaihe";"interstage";"S"
"välfrino";"väl-fri-no";"luppoaika";"spare time";"S"
"välfuul";"väl-fuul";"tilkitä";"calk";"V"
"välfuul";"väl-fuul";"tilkitä";"caulk";"V"
"välfuul";"väl-fuul";"tilkitä";"tighten";"V"
"välharvat";"väl-har-vat";"välihousut";"long johns";"S"
"välhäk";"väl-häk";"välilyönti";"space";"S"
"välhöövte";"väl-hööv-te";"välisoitto";"interlude";"S"
"välik";"väl-ik";"välikappale";"middle piece";"S"
"väliklaa";"väl-ik-laa";"lomittaa";"intersperse";"V"
"väliklaate";"väl-ik-laa-te";"lomitus";"interlacing";"S"
"väliklaate";"väl-ik-laa-te";"lomitus";"interleaving";"S"
"välinli";"väl-in-li";"välitse";"between";"D"
"välinli";"väl-in-li";"välitse";"through";"D"
"välintuu";"väl-in-tuu";"tulla väliin";"intervene";"V"
"välkatvat";"väl-kat-vat";"väliverho";"drop-curtain";"S"
"välkoote";"väl-koo-te";"välikysymys";"interpellation";"S"
"välla";"väl-la";"välillä";"between";"P"
"välleiev";"väl-lei-ev";"välilevy";"intervertebral disc";"S"
"välleito";"väl-lei-to";"välilevy";"shim";"S"
"välleito";"väl-lei-to";"välilevy";"spacer plate";"S"
"välleiyl";"väl-lei-yl";"parvi";"mezzanine";"S"
"välleiyl";"väl-lei-yl";"välikerros";"interlayer";"S"
"vällili";"väl-li-li";"välillisesti";"indirectly";"D"
"vällim";"väl-lim";"juopa";"chasm";"S"
"vällim";"väl-lim";"juopa";"gap";"S"
"vällim";"väl-lim";"juopa";"gulf";"S"
"vällin";"väl-lin";"väliviiva";"hyphen";"S"
"välliva";"väl-li-va";"välillinen";"indirect";"A"
"vällo";"väl-lo";"välikkö";"passage";"S"
"vällyyte";"väl-lyy-te";"välilasku";"intermediate landing";"S"
"välmaark";"väl-maark";"välimerkittää";"punctuate";"V"
"välmark";"väl-mark";"välimerkki";"punctuation mark";"S"
"välmarksi";"väl-mark-si";"välimerkit";"punctuation";"S"
"välmo";"väl-mo";"väliaine";"itermediate agent";"S"
"välmo";"väl-mo";"väliaine";"medium";"S"
"välmä";"väl-mä";"välimies";"arbiter";"S"
"välmä";"väl-mä";"välimies";"arbitrator";"S"
"välmäculiteo";"väl-mä-cu-li-te-o";"välimiesmenettely";"arbitration";"S"
"välmärataf";"väl-mä-rat-af";"välimiesoikeus";"court of arbitration";"S"
"välna";"väl-na";"välillä";"between";"P"
"välna";"väl-na";"välillä";"occasionally";"P"
"välno";"väl-no";"paussi";"pause";"S"
"välno";"väl-no";"tauko";"break";"S"
"välno";"väl-no";"tauko";"halt";"S"
"välno";"väl-no";"tauko";"hiatus";"S"
"välno";"väl-no";"tauko";"interval";"S"
"välno";"väl-no";"tauko";"pause";"S"
"välno";"väl-no";"tauko";"pausing";"S"
"välno";"väl-no";"tauko";"recess";"S"
"välno";"väl-no";"tauko";"respite";"S"
"välno";"väl-no";"tauko";"time out";"S"
"välno";"väl-no";"väliaika";"interim";"S"
"välno";"väl-no";"väliaika";"intermission";"S"
"välno";"väl-no";"väliaika";"interval";"S"
"välno";"väl-no";"väliaika";"pause";"S"
"välno";"väl-no";"välitunti";"pause";"S"
"välno";"väl-no";"välitunti";"recess";"S"
"välnoejli";"väl-no-ej-li";"taukoamatta";"incessantly";"D"
"välnoejli";"väl-no-ej-li";"taukoamatta";"without a break";"D"
"välnoejva";"väl-no-ej-va";"tauoton";"ceaseless";"A"
"välnoejva";"väl-no-ej-va";"tauoton";"continuous";"A"
"välnoejva";"väl-no-ej-va";"tauoton";"incessant";"A"
"välnoejva";"väl-no-ej-va";"tauoton";"nonstop";"A"
"välnoirflö";"väl-no-irf-lö";"putka";"lockup";"S"
"välnoirflö";"väl-no-irf-lö";"putka";"prison house";"S"
"välnoli";"väl-no-li";"tilapäisesti";"temporarily";"D"
"välnoli";"väl-no-li";"väliaikaisesti";"provisionally";"D"
"välnoli";"väl-no-li";"väliaikaisesti";"temporarily";"D"
"välnolo";"väl-no-lo";"lämpiö";"foyer";"S"
"välnooejva";"väl-noo-ej-va";"taukoamaton";"continued";"A"
"välnooejva";"väl-noo-ej-va";"taukoamaton";"continuous";"A"
"välnoote";"väl-noo-te";"taukoaminen";"pausing";"S"
"välnova";"väl-no-va";"väliaikainen";"interim";"A"
"välnova";"väl-no-va";"väliaikainen";"provisional";"A"
"välnova";"väl-no-va";"väliaikainen";"temporary";"A"
"välob";"väl-ob";"välilehti";"tab";"S"
"välobhäp";"väl-ob-häp";"välikohtaus";"incident";"S"
"välpave";"väl-pa-ve";"välikäsi";"intermediary";"S"
"välpave";"väl-pa-ve";"välikäsi";"middleman";"S"
"välri";"väl-ri";"välys";"intermediate";"S"
"välri";"väl-ri";"välys";"play";"S"
"välsi";"väl-si";"välit";"spacing";"S"
"välsioik";"väl-si-o-ik";"välierä";"semifinal";"S"
"välsä";"väl-sä";"välihuuto";"heckle";"S"
"välsö";"väl-sö";"välimuisti";"cache";"S"
"välsö";"väl-sö";"välimuisti";"cache memory";"S"
"välteobtark";"väl-te-ob-tark";"välihuomautus";"interjection";"S"
"välteobtark";"väl-te-ob-tark";"välihuomautus";"remark";"S"
"vältilpiir";"väl-til-piir";"väljentää";"loosen";"V"
"vältilva";"väl-til-va";"väljä";"loose";"A"
"vältilva";"väl-til-va";"väljä";"loose-fitting";"A"
"välto";"väl-to";"välike";"spacer";"S"
"vältu";"väl-tu";"väliin";"between";"P"
"vältu";"väl-tu";"välille";"between";"P"
"vältupaa";"väl-tu-paa";"asettaa väliin";"interpose";"V"
"välturi";"väl-tu-ri";"välimatka";"distance";"S"
"välutmo";"väl-ut-mo";"purse";"burr";"S"
"väluutte";"väl-uut-te";"interventio";"intervention";"S"
"väluutte";"väl-uut-te";"väliintulo";"intercession";"S"
"väluutte";"väl-uut-te";"väliintulo";"interference";"S"
"väluutte";"väl-uut-te";"väliintulo";"intervention";"S"
"välv";"välv";"venttiili";"valve";"S"
"välvol";"väl-vol";"väliseinä";"bulkhead";"S"
"välvol";"väl-vol";"väliseinä";"partition wall";"S"
"välvos";"väl-vos";"metakieli";"metalanguage";"S"
"vämet";"vä-met";"jalometalli";"precious metal";"S"
"vämili";"vä-mi-li";"jalomielisesti";"magnanimously";"D"
"vämiva";"vä-mi-va";"jalomielinen";"magnanimous";"A"
"väpiir";"vä-piir";"jalostaa";"breed";"V"
"väpiir";"vä-piir";"jalostaa";"ennoble";"V"
"väpiir";"vä-piir";"jalostaa";"refine";"V"
"väpiiren";"vä-piir-en";"jalostettu";"improved";"V"
"väpiiren";"vä-piir-en";"jalostettu";"processed";"V"
"väpiirlö";"vä-piir-lö";"jalostamo";"refinery";"S"
"väpiirte";"vä-piir-te";"jalostus";"breeding";"S"
"väpiirte";"vä-piir-te";"jalostus";"processing";"S"
"väpiirte";"vä-piir-te";"jalostus";"refinement";"S"
"väpiirte";"vä-piir-te";"jalostus";"refining";"S"
"väst";"vä-st";"jaloin";"noblest";"A"
"vätukaajo";"vä-tu-kaa-jo";"snobi";"snob";"S"
"vätukaava";"vä-tu-kaa-va";"snobistinen";"snobbish";"A"
"vö";"vö";"kone";"machine";"S"
"vö";"vö";"laite";"apparatus";"S"
"vö";"vö";"laite";"appliance";"S"
"vö";"vö";"laite";"device";"S"
"vöboks";"vö-boks";"pömpeli";"box";"S"
"vödaavte";"vö-daav-te";"koneoppiminen";"machine learning";"S"
"vöjo";"vö-jo";"robotti";"robot";"S"
"vöjo-";"vö-jo";"robotti-";"robotic";"S"
"vöjoda";"vö-jo-da";"robotiikka";"robotics";"S"
"vökiirjo";"vö-kiir-jo";"konekirjoittaja";"typist";"S"
"vökiirte";"vö-kiir-te";"konekirjoitus";"typewriting";"S"
"vökiirte";"vö-kiir-te";"konekirjoitus";"typing";"S"
"völiva";"vö-li-va";"konemainen";"machine-like";"A"
"vömetleito";"vö-met-lei-to";"konepelti";"bonnet";"S"
"vömetleito";"vö-met-lei-to";"konepelti";"hood";"S"
"vöpötusa";"vö-pö-tu-sa";"konekäsky";"computer instruction";"S"
"vösi";"vö-si";"koneet";"machines";"S"
"vösi";"vö-si";"laitteet";"apparatus";"S"
"vösi";"vö-si";"laitteet";"equipment";"S"
"vösutvo";"vö-sut-vo";"konekivääri";"machinegun";"S"
"vöteoojo";"vö-te-oo-jo";"koneenkäyttäjä";"machine operator";"S"
"vötolik";"vö-tol-ik";"konehuone";"engine room";"S"
"vötolövao";"vö-to-lö-va-o";"konepajateollisuus";"engineering industry";"S"
"vötolövao";"vö-to-lö-va-o";"koneteollisuus";"machine industry";"S"
"vötyy";"vö-tyy";"käydä";"run";"V"
"vötyynen";"vö-tyy-nen";"käynnissä";"running";"V"
"vöulsutvo";"vö-ul-sut-vo";"konepistooli";"submachine gun";"S"
"vöva";"vö-va";"koneellinen";"mechanical";"A"
"vövoka";"vö-vo-ka";"konenäkö";"computer vision";"S"
"vövos";"vö-vos";"konekieli";"machine code";"S"
"vövos";"vö-vos";"konekieli";"machine language";"S"
"vövosmuute";"vö-vos-muu-te";"konekäännös";"machine translation";"S"
"vövosva";"vö-vos-va";"konekielinen";"machine language";"A"
"vöylvojo";"vö-yl-vo-jo";"konemestari";"machinist";"S"
"ydin";"ydin";"sydän";"marrow";"S"
"ydin";"ydin";"sydän";"wick";"S"
"ydin";"ydin";"ydin";"core";"S"
"ydin";"ydin";"ydin";"crux";"S"
"ydin";"ydin";"ydin";"gist";"S"
"ydin";"ydin";"ydin";"kernel";"S"
"ydin";"ydin";"ydin";"medulla";"S"
"ydin";"ydin";"ydin";"nub";"S"
"ydin";"ydin";"ydin";"nuclear";"S"
"ydin";"ydin";"ydin";"nucleus";"S"
"ydin";"ydin";"ydin";"pith";"S"
"ydin-";"ydin";"ydin-";"nuclear";"S"
"ydindavoote";"ydin-da-voo-te";"ydinosaaminen";"core competence";"S"
"ydinduiikte";"ydin-du-iik-te";"fissio";"fission";"S"
"ydinfäfote";"ydin-fä-fo-te";"ydinliiketoiminta";"core business";"S"
"ydinik";"ydin-ik";"ydinosa";"core";"S"
"ydinik";"ydin-ik";"ydinosa";"essence";"S"
"ydinik";"ydin-ik";"ydinosa";"pith";"S"
"ydinipipik";"ydin-ip-ip-ik";"nukleoni";"nucleon";"S"
"ydiniplo";"ydin-ip-lo";"ydinkohta";"gist";"S"
"ydiniplo";"ydin-ip-lo";"ydinkohta";"main point";"S"
"ydinkalno";"ydin-kal-no";"ydintalvi";"nuclear winter";"S"
"ydinkas";"ydin-kas";"ydinonnettomuus";"nuclear accident";"S"
"ydinli";"ydin-li";"ytimekkäästi";"concisely";"D"
"ydinli";"ydin-li";"ytimekkäästi";"succinctly";"D"
"ydinpo";"ydin-po";"ydinvoima";"nuclear power";"S"
"ydinpolö";"ydin-po-lö";"ydinvoimala";"nuclear power station";"S"
"ydinpolö";"ydin-po-lö";"ydinvoimala";"nuclear powerplant";"S"
"ydinpom";"ydin-pom";"ydinpommi";"nuclear bomb";"S"
"ydinresrori";"ydin-res-ro-ri";"nettovarallisuus";"net worth";"S"
"ydinri";"ydin-ri";"netto";"net";"S"
"ydinrii";"ydin-rii";"netota";"net";"V"
"ydinro";"ydin-ro";"nettoarvo";"net value";"S"
"ydinro";"ydin-ro";"nettoarvo";"net worth";"S"
"ydinroup";"ydin-roup";"sydänlanka";"wick";"S"
"ydinrovri";"ydin-rov-ri";"nettohinta";"net price";"S"
"ydinsali";"ydin-sa-li";"lakonisesti";"laconically";"D"
"ydinsava";"ydin-sa-va";"lakoninen";"laconic";"A"
"ydinsavao";"ydin-sa-va-o";"lakonisuus";"conciseness";"S"
"ydinsio";"ydin-si-o";"ydinjoukko";"core";"S"
"ydinsip";"ydin-sip";"ydinsota";"nuclear war";"S"
"ydinsipvo";"ydin-sip-vo";"ydinase";"atomic weapon";"S"
"ydinsipvo";"ydin-sip-vo";"ydinase";"nuclear weapon";"S"
"ydinsipvo";"ydin-sip-vo";"ydinase";"nuke";"S"
"ydinutrov";"ydin-ut-rov";"nettotulo";"net income";"S"
"ydinutrov";"ydin-ut-rov";"nettotulo";"net profit";"S"
"ydinutrovsi";"ydin-ut-rov-si";"nettotulot";"net income";"S"
"ydinva";"ydin-va";"ytimekäs";"concise";"A"
"ydinva";"ydin-va";"ytimekäs";"pithy";"A"
"ydinva";"ydin-va";"ytimekäs";"succinct";"A"
"ydinva";"ydin-va";"ytimekäs";"terse";"A"
"ydinvao";"ydin-va-o";"ytimekkyys";"conciseness";"S"
"yl";"yl";"yli-";"over-";"P"
"yl";"yl";"yli-";"super";"P"
"yl";"yl";"ylä-";"upper";"S"
"ylaftuuejva";"yl-af-tuu-ej-va";"ylipääsemätön";"insurmountable";"A"
"ylahsa";"yl-ah-sa";"rähinä";"brawl";"S"
"ylahsääte";"yl-ah-sää-te";"poru";"bawling";"S"
"ylalo";"yl-al-o";"yläpohja";"attic joists";"S"
"ylalsidli";"yl-al-sid-li";"ylösalaisin";"bottom up";"D"
"ylalsidli";"yl-al-sid-li";"ylösalaisin";"the wrong side up";"D"
"ylalsidli";"yl-al-sid-li";"ylösalaisin";"upside down";"D"
"ylalsidli";"yl-al-sid-li";"ylösalaisin";"upturned";"D"
"ylaphakava";"yl-ap-ha-ka-va";"ronkeli";"choosy";"A"
"ylapkajo";"yl-ap-ka-jo";"nirppanokka";"sourpuss";"S"
"ylapkava";"yl-ap-ka-va";"kranttu";"fussy";"A"
"ylapkava";"yl-ap-ka-va";"kronkeli";"picky";"A"
"ylapkava";"yl-ap-ka-va";"nirso";"choosy";"A"
"ylapkava";"yl-ap-ka-va";"nirso";"fastidious";"A"
"ylapkava";"yl-ap-ka-va";"nirso";"finicky";"A"
"ylapkava";"yl-ap-ka-va";"nirso";"particular";"A"
"ylapkava";"yl-ap-ka-va";"nirso";"picky";"A"
"ylapkava";"yl-ap-ka-va";"ronkeli";"fastidious";"A"
"ylapnoo";"yl-ap-noo";"viivästyä";"be delayed";"V"
"ylapnoo";"yl-ap-noo";"viivästyä";"be late";"V"
"ylapnooen";"yl-ap-noo-en";"viivästynyt";"delayed";"V"
"ylapnosi";"yl-ap-no-si";"viivästykset";"delays";"S"
"ylautfio";"yl-aut-fi-o";"yliminä";"superego";"S"
"ylautrocuva";"yl-aut-ro-cu-va";"pröystäilevä";"ostentatious";"A"
"ylautvomuutva";"yl-aut-vo-muut-va";"ylipursuava";"overflowing";"A"
"ylbasipjo";"yl-ba-sip-jo";"ylikersantti";"staff sergeant";"S"
"ylbiova";"yl-bio-va";"yliluonnollinen";"paranormal";"A"
"ylbiova";"yl-bio-va";"yliluonnollinen";"supernatural";"A"
"ylbodleivat";"yl-bod-lei-vat";"saali";"shawl";"S"
"ylbodvatik";"yl-bod-vat-ik";"miehusta";"bodice";"S"
"ylbodögvo";"yl-bod-ög-vo";"haarniska";"armor";"S"
"ylbodögvo";"yl-bod-ög-vo";"haarniska";"armour";"S"
"ylbodögvo";"yl-bod-ög-vo";"haarniska";"suit of armor";"S"
"ylbääpekaajo";"yl-bää-pe-kaa-jo";"lammaspaimen";"shepherd";"S"
"ylcepöjärjo";"yl-ce-pö-jär-jo";"ylikonstaapeli";"police sergeant";"S"
"ylcurosta";"yl-cu-ro-sta";"buumi";"boom";"S"
"ylcurosta";"yl-cu-ro-sta";"noususuhdanne";"upswing";"S"
"yldaavjo";"yl-daav-jo";"ylioppilas";"high school graduate";"S"
"yldaavjo";"yl-daav-jo";"ylioppilas";"secondary school graduate";"S"
"yldaavjo";"yl-daav-jo";"ylioppilas";"undergraduate";"S"
"yldaavjodarilkir";"yl-daav-jo-da-ril-kir";"ylioppilastodistus";"matriculation certificate";"S"
"yldaavjotradav";"yl-daav-jo-tra-dav";"ylioppilastutkinto";"secondary-school graduation exam";"S"
"yldavlo";"yl-dav-lo";"yläaste";"junior high school";"S"
"yldavlö";"yl-dav-lö";"korkeakoulu";"academia";"S"
"yldavlö";"yl-dav-lö";"korkeakoulu";"college";"S"
"yldavlö";"yl-dav-lö";"korkeakoulu";"university";"S"
"yldavlö";"yl-dav-lö";"yliopisto";"university";"S"
"yldavlököl";"yl-dav-lö-kö-l";"yliopistomaailma";"university world";"S"
"yldavlöpadaavjo";"yl-dav-lö-pa-daav-jo";"yliopisto-opettaja";"university teacher";"S"
"yldavlötradav";"yl-dav-lö-tra-dav";"korkeakoulututkinto";"university degree";"S"
"yldavlötradav";"yl-dav-lö-tra-dav";"yliopistotutkinto";"university degree";"S"
"yldavlöva";"yl-dav-lö-va";"yliopistollinen";"academic";"A"
"yldavopirvao";"yl-da-vo-pir-va-o";"etevämmyys";"pretentiousness";"S"
"yldavost";"yl-da-vo-st";"etevin";"preeminent";"A"
"yldavova";"yl-da-vo-va";"etevä";"able";"A"
"yldavova";"yl-da-vo-va";"etevä";"eminent";"A"
"yldavova";"yl-da-vo-va";"etevä";"proficient";"A"
"yldavova";"yl-da-vo-va";"etevä";"prominent";"A"
"yldavovao";"yl-da-vo-va-o";"etevyys";"eminence";"S"
"yldavovao";"yl-da-vo-va-o";"etevyys";"preeminence";"S"
"yldetan";"yl-de-tan";"ylihuominen";"the day after tomorrow";"S"
"yldetanna";"yl-de-tan-na";"ylihuomenna";"day after tomorrow";"P"
"yldetanna";"yl-de-tan-na";"ylihuomenna";"on the day after tomorrow";"P"
"yldiirjo";"yl-diir-jo";"ylijohtaja";"chief director";"S"
"yldir";"yl-dir";"ylöspäin";"upward";"D"
"yldir";"yl-dir";"ylöspäin";"upwards";"D"
"ylditerjo";"yl-di-ter-jo";"ylilääkäri";"chief physician";"S"
"yledkava";"yl-ed-ka-va";"pramea";"gaudy";"A"
"yleem";"yl-eem";"mässätä";"carouse";"V"
"yleem";"yl-eem";"ylensyödä";"overeat";"V"
"yleemte";"yl-eem-te";"mässäily";"surfeit";"S"
"yleemte";"yl-eem-te";"ylensyönti";"overeating";"S"
"ylel";"yl-el";"ylhäältä";"from above";"P"
"ylenkjo";"yl-enk-jo";"arkkienkeli";"archangel";"S"
"ylfii";"yl-fii";"herkistää";"desensitize";"V"
"ylfii";"yl-fii";"herkistää";"sensitize";"V"
"ylfiiste";"yl-fiis-te";"liikakalastus";"overfishing";"S"
"ylfili";"yl-fi-li";"herkästi";"sensitively";"D"
"ylfirak";"yl-fi-rak";"hysteria";"delirium";"S"
"ylfirak";"yl-fi-rak";"hysteria";"fury";"S"
"ylfirak";"yl-fi-rak";"hysteria";"hysteria";"S"
"ylfirakjo";"yl-fi-rak-jo";"hysteerikko";"hysterical";"S"
"ylfirakli";"yl-fi-rak-li";"hysteerisesti";"hysterically";"D"
"ylfirakva";"yl-fi-rak-va";"hysteerinen";"hysteric";"A"
"ylfirakva";"yl-fi-rak-va";"hysteerinen";"hysterical";"A"
"ylfiret";"yl-fi-ret";"allergia";"allergy";"S"
"ylfiretmo";"yl-fi-ret-mo";"allergeeni";"allergen";"S"
"ylfiretva";"yl-fi-ret-va";"allerginen";"allergic";"A"
"ylfiretva";"yl-fi-ret-va";"yliherkkä";"allergic";"A"
"ylfiretva";"yl-fi-ret-va";"yliherkkä";"hypersensitive";"A"
"ylfiretva";"yl-fi-ret-va";"yliherkkä";"oversensitive";"A"
"ylfiretvao";"yl-fi-ret-va-o";"yliherkkyys";"allergy";"S"
"ylfiretvao";"yl-fi-ret-va-o";"yliherkkyys";"hypersensitivity";"S"
"ylfiusva";"yl-fi-us-va";"herkkäuskoinen";"credulous";"A"
"ylfiusva";"yl-fi-us-va";"herkkäuskoinen";"gullible";"A"
"ylfiusvao";"yl-fi-us-va-o";"herkkäuskoisuus";"credulity";"S"
"ylfiva";"yl-fi-va";"herkkä";"delicate";"A"
"ylfiva";"yl-fi-va";"herkkä";"indelicate";"A"
"ylfiva";"yl-fi-va";"herkkä";"sensitive";"A"
"ylfiva";"yl-fi-va";"herkkä";"suggestible";"A"
"ylfiva";"yl-fi-va";"herkkä";"susceptible";"A"
"ylfiva";"yl-fi-va";"sensitiivinen";"sensitive";"A"
"ylfivao";"yl-fi-va-o";"herkkyys";"edginess";"S"
"ylfivao";"yl-fi-va-o";"herkkyys";"gency";"S"
"ylfivao";"yl-fi-va-o";"herkkyys";"insensitivity";"S"
"ylfivao";"yl-fi-va-o";"herkkyys";"sensibility";"S"
"ylfivao";"yl-fi-va-o";"herkkyys";"sensitiveness";"S"
"ylfivao";"yl-fi-va-o";"herkkyys";"sensitivity";"S"
"ylfivao";"yl-fi-va-o";"herkkyys";"susceptibility";"S"
"ylfivao";"yl-fi-va-o";"herkkyys";"voluptuousness";"S"
"ylfivao";"yl-fi-va-o";"tunneherkkyys";"sensitivity";"S"
"ylfätva";"yl-fät-va";"liikalihava";"obese";"A"
"ylhafi";"yl-ha-fi";"euforia";"euphoria";"S"
"ylhafiva";"yl-ha-fi-va";"euforinen";"euphoric";"A"
"ylhahösa";"yl-ha-hö-sa";"ylistyslaulu";"canticle";"S"
"ylhahösa";"yl-ha-hö-sa";"ylistyslaulu";"paean";"S"
"ylhahösa";"yl-ha-hö-sa";"ylistyslaulu";"song of praise";"S"
"ylhakaa";"yl-ha-kaa";"kaitsea";"tend";"V"
"ylhakaajo";"yl-ha-kaa-jo";"kaitsija";"chaperone";"S"
"ylhakaate";"yl-ha-kaa-te";"kaitselmus";"providence";"S"
"ylhasa";"yl-ha-sa";"ylistys";"praise";"S"
"ylhasaa";"yl-ha-saa";"ylistää";"commend";"V"
"ylhasaa";"yl-ha-saa";"ylistää";"eulogize";"V"
"ylhasaa";"yl-ha-saa";"ylistää";"extol";"V"
"ylhasaa";"yl-ha-saa";"ylistää";"glorify";"V"
"ylhasaa";"yl-ha-saa";"ylistää";"laud";"V"
"ylhasaa";"yl-ha-saa";"ylistää";"praise";"V"
"ylhasasa";"yl-ha-sa-sa";"ylistyspuhe";"eulogy";"S"
"ylhasasa";"yl-ha-sa-sa";"ylistyspuhe";"panegyric";"S"
"ylhastali";"yl-ha-sta-li";"tiptop";"tiptop";"D"
"ylhavao";"yl-ha-va-o";"valio";"champion";"S"
"ylhavaosio";"yl-ha-va-o-si-o";"valiokunta";"committee";"S"
"ylhevri";"yl-hev-ri";"ylipaino";"excess weight";"S"
"ylhevri";"yl-hev-ri";"ylipaino";"overweight";"S"
"ylhevva";"yl-hev-va";"ylipainoinen";"obese";"A"
"ylhevva";"yl-hev-va";"ylipainoinen";"overweight";"A"
"ylhirli";"yl-hir-li";"huimaavasti";"dizzyingly";"D"
"ylhirli";"yl-hir-li";"huimaavasti";"soaringly";"D"
"ylhirli";"yl-hir-li";"huimasti";"wildly";"D"
"ylhirpäjo";"yl-hir-pä-jo";"huimapää";"daredevil";"S"
"ylhirpäva";"yl-hir-pä-va";"huimapäinen";"daredevil";"A"
"ylhirpäva";"yl-hir-pä-va";"huimapäinen";"dizzy";"A"
"ylhirva";"yl-hir-va";"huima";"daring";"A"
"ylhirva";"yl-hir-va";"huima";"dizzying";"A"
"ylhirva";"yl-hir-va";"huima";"vaulting";"A"
"ylhyjva";"yl-hy-j-va";"ylikansallinen";"supranational";"A"
"ylhöli";"yl-hö-li";"kimakasti";"shrilly";"D"
"ylhösa";"yl-hö-sa";"sopraano";"soprano";"S"
"ylhösä";"yl-hö-sä";"kirkuna";"cry";"S"
"ylhösä";"yl-hö-sä";"kirkuna";"shrieking";"S"
"ylhösää";"yl-hö-sää";"kiljua";"bray";"V"
"ylhösää";"yl-hö-sää";"kiljua";"scream";"V"
"ylhösää";"yl-hö-sää";"kiljua";"squeak";"V"
"ylhösää";"yl-hö-sää";"kiljua";"squeal";"V"
"ylhösää";"yl-hö-sää";"kiljua";"whoop";"V"
"ylhösää";"yl-hö-sää";"kiljua";"yell";"V"
"ylhösää";"yl-hö-sää";"kirkua";"pipe up";"V"
"ylhösää";"yl-hö-sää";"kirkua";"scream";"V"
"ylhösää";"yl-hö-sää";"kirkua";"screech";"V"
"ylhösää";"yl-hö-sää";"kirkua";"shriek";"V"
"ylhösääte";"yl-hö-sää-te";"kiljunta";"scream";"S"
"ylhösääte";"yl-hö-sää-te";"kiljunta";"screaming";"S"
"ylhösääte";"yl-hö-sää-te";"kiljunta";"screeching";"S"
"ylhösääte";"yl-hö-sää-te";"kiljunta";"shriek";"S"
"ylhösääva";"yl-hö-sää-va";"kiljuva";"screeching";"A"
"ylhösääva";"yl-hö-sää-va";"kirkuva";"shrill";"A"
"ylhöva";"yl-hö-va";"kimakka";"shrill";"A"
"ylhöva";"yl-hö-va";"kimeä";"shrill";"A"
"ylik";"yl-ik";"yläosa";"top";"S"
"ylik";"yl-ik";"yläosa";"upper part";"S"
"ylikrov";"yl-ik-rov";"korko";"interest";"S"
"ylikrov";"yl-ik-rov";"korko";"rate";"S"
"ylikrovrisoote";"yl-ik-rov-ri-soo-te";"korkolasku";"interest calculations";"S"
"yliptaark";"yl-ip-taark";"saivarrella";"niggle";"V"
"yliptaark";"yl-ip-taark";"saivarrella";"split hairs";"V"
"yliptaarkjo";"yl-ip-taark-jo";"saivartelija";"hairsplitter";"S"
"yliptaarkjo";"yl-ip-taark-jo";"saivartelija";"pedant";"S"
"yliptaarkte";"yl-ip-taark-te";"saivartelu";"hair-splitting";"S"
"yliptaarkte";"yl-ip-taark-te";"saivartelu";"pedantry";"S"
"yliptarkva";"yl-ip-tark-va";"pikkumainen";"pedantic";"A"
