Vosa	VosaParts	Finsi	Engsi
sitemuo	si-te-mu-o	muunnelma	variation
litoltemuo	li-tol-te-mu-o	rakennemuutos	structural change
pösotemuo	pö-so-te-mu-o	lakimuutos; lainmuutos	amendment
vittemuo	vit-te-mu-o	albiino	albino
ahmuo	ah-mu-o	turmelus	corruption; degeneracy; depravity
ögrolsähmuo	ög-rol-säh-mu-o	induktanssi	inductance
arahmimuo	ar-ah-mi-mu-o	närkästys	indignation
uejmuo	u-ej-mu-o	halvaus	apoplexy; palsy; paralysis; paraplegic; stroke
hemoev uejmuo	hemo-ev u-ej-mu-o	sydänhalvaus	heart failure
hipveuejmuo	hip-ve-u-ej-mu-o	noidannuoli	lumbago
alkmuo	alk-mu-o	käyminen	fermentation; fermenting
autkalkmuo	aut-kalk-mu-o	kalkkeuma	calcification
tselmuo	tsel-mu-o	hyytymä	coagulum
hemotselmuo	hemo-tsel-mu-o	verihyytymä	blood clot
kammuo	kam-mu-o	fossiili	fossil
genmuo	gen-mu-o	mutaatio	mutation
eloejouplomuo	e-lo-ej-oup-lo-mu-o	aavikoituminen	desertification
momuo	mo-mu-o	aineistuma	materialization
tehapmuo	te-hap-mu-o	hapatus	leaven
armuo	ar-mu-o	suuttumus	anger; dudgeon
siermuo	si-er-mu-o	vaihtelu	fluctuation; variation
gunermuo	gu-n-er-mu-o	viikonvaihde	weekend
moermuo	mo-er-mu-o	aineenvaihdunta	metabolism
auttermuo	aut-ter-mu-o	paraneminen; parantuminen	healing; recovery
veivermuo	veiv-er-mu-o	modulaatio; modulointi	modulation
tihriveivermuo	tih-ri-veiv-er-mu-o	taajuusmodulaatio	frequency modulation
tejärmuo	te-jär-mu-o	permutaatio	permutation
vosmuo	vos-mu-o	käännös	translation
votmuo	vot-mu-o	kostutus	humidification; wetting
rytmuo	rytm-u-o	poljento	cadence
biojätmuo	bio-jät-mu-o	komposti	compost
kaumuo	kau-mu-o	metamorfoosi; muodonmuutos	transformation; deformation; makeover; metamorphose; metamorphosis
braumuo	brau-mu-o	rusketus	suntan; tan; tanning
solväldumuo	sol-väl-du-mu-o	mitoosi	mitosis
bodevmuo	bod-ev-mu-o	ruumiillistuma-; ruumiillistuma	avatar; embodiment; epitome; epitomized; incarnation
rovmuo	rov-mu-o	likvidointi	liquidation
erlotuouo	er-lo-tuo-u-o	muuttoliike	transmigration; migration; migratory
puo	pu-o	kiinni	closed
moup puo	moup puo	suu kiinni	shut up
paa ja moup puo	paa ja moup puo	turpa kiinni	shut up
hukpuo	huk-puo	hakasulku	bracket; square bracket
tihruo	tih-ruo	tiivistys	sealing; caulking; compaction; condensation
miruo	mi-ru-o	piintymä	obsession
lukvoviruo	luk-vo-vi-ru-o	avaimenperä	keychain
emlaoruo	em-la-o-ru-o	kuorrutus	frosting; icing
metruo	met-ru-o	hitsi	weld
knitruo	knit-ru-o	ommel; tikki	stitch; suture
ielpiir na knitruo	iel-piir na knit-ru-o	kaventaa ompelussa	taper when sewing
inturuo	in-tu-ru-o	adsorptio	adsorption
tuo	tuo	meno	course; going
la tuo	la tuo	matkalla	in way
hafatuo	ha-fa-tuo	suostumus	acquiescence; assent; consent
sitehafatuo	si-te-ha-fa-tuo	suostuttelu	persuasion
katuo	ka-tuo	ajo	track; tracking; run; riding; ride; race; pursuit; hunt; hauling; haulage; driving; chasing; chase; cartage; transport; hunting
votrakatuo	vo-tra-ka-tu-o	koeajo	test drive
kadeobtekatuo	ka-de-ob-te-ka-tuo	tausta-ajo	background running
sokatuo	so-ka-tuo	asianajo	advocacy
raukatuo	rau-ka-tu-o	kiertoajelu	sight-seeing; tour; sightseeing
detukatuo	de-tu-ka-tuo	peräänajo	rear-end collision
intukatuo	in-tu-ka-tuo	sisäänajo	running-in
lytukatuo	ly-tu-ka-tuo	alasajo	shutdown
lylatuo	ly-la-tuo	ryömiminen	crawl; crawling
kapatuo	ka-pa-tuo	paraati	parade
uthylyrpatuo	ut-hy-l-yr-pa-tuo	maastakarkotus	deportation
semsadtuo	sem-sad-tuo	siemensyöksy; siemensyöksy-	ejaculation; ejaculatory
edtuo	ed-tuo	progressio	progression
sidtuo	sid-tuo	huti	miss
kadetuo	ka-de-tuo	takaa-ajo; ajojahti	chase; pursuit
kahietuo	ka-hie-tuo	sironta	reradiation
sihietuo	si-hie-tuo	sironta	scattering
lapopetuo	la-po-pe-tuo	ratsastus	horseback riding; riding
yvlapopetuo	yv-la-po-pe-tuo	esteratsastus	steeplechase
ejretuo	ej-re-tuo	poikkeama	deflection; outlier; divergence; digression; deviation; aberration; aberrance; deviance; departure
vetuo	ve-tuo	kävely	walk; walking; gait; stroll
pistikvetuo	pi-stik-ve-tuo	sauvakävely	cane walking
rytmvetuo	rytm-ve-tuo	marssi	march
ipmämvetuo	ip-mäm-ve-tuo	taaperrus	waddle
nirovetuo	ni-ro-ve-tuo	kävelyretki	perambulation
luvetuo	lu-ve-tuo	harppaus	leap
tuvetuo	tu-ve-tuo	jalkapatikka	walking
aftuo	af-tuo	pääsy	access; accessing; admittance
intuaftuo	in-tu-af-tuo	sisäänpääsy	admission; entrance; ingress
yrirftuo	yr-irf-tu-o	karkaaminen; karku	jailbreak; runaway
tsigtsägtuo	tsig-tsäg-tuo	pujottelu	slalom
tihtuo	tih-tuo	tunkeutuminen	incursion; trespassing; encroachment; penetration; intrusion
tuhyltihtuo	tu-hy-l-tih-tuo	invaasio; maahantunkeutuminen	invasion
sähtuo	säh-tuo	sähkövirta; virta	electric current; power; current
talsähtuo	tal-säh-tuo	tasavirta	direct current
ulsähtuo	ul-säh-tuo	oikosulku	short circuit
leituo	lei-tuo	leviäminen	proliferation; spreading
vomleituo	vom-lei-tuo	valuma	runoff; run-off
retleituo	ret-lei-tuo	epidemia	epidemia; epidemic
fluretleituo	flu-ret-lei-tuo	flunssaepidemia	flu epidemic
reituo	rei-tuo	linja	bus; line; policy
almoltuvö reituo	al-mol-tu-vö rei-tuo	metrolinja	metro line; subway line
bönreituo	bön-rei-tuo	tulilinja	firing line
poreituo	po-rei-tuo	voimalinja	power line
hureituo	hu-rei-tuo	lentolinja	airline
apdavreituo	ap-dav-rei-tuo	opintolinja	field of study
päreituo	pä-rei-tuo	päälinja	mainline
sadlituo	sad-li-tuo	livahtaminen	sneaking around
yllituo	yl-li-tuo	ylitys; ylittäminen	overshoot; surpassing; overstepping; overdraft; exceeding; crossover; crossing; overtravel
rovpalyllituo	rov-pal-yl-li-tuo	tilinylitys	overdraft
limyllituo	lim-yl-li-tuo	rajanylitys	border crossing
inlituo	in-li-tuo	läpikäynti	walkthrough
mituo	mi-tuo	riento	aspiration
hemotenituo	hemo-te-ni-tuo	verenvuodatus	bloodshed
homnituo	hom-ni-tuo	ilmavuoto	air leak
vomnituo	vom-ni-tuo	vuoto	leak; leakage; spillage
tevomnituo	te-vom-ni-tuo	vuodatus	outpouring; shedding
yllivomnituo	yl-li-vom-ni-tuo	ylivuoto	overflow
hemonituo	hemo-ni-tuo	verenvuoto	hemorrhage; haemorrhage; bleeding
teöön hemonituo	te-öön hemo-ni-tuo	tyrehdyttää verenvuoto	stop the bleeding
daevnituo	da-ev-ni-tuo	aivovuoto	brain drain
situo	si-tuo	samoilu	stroll
häpsituo	häp-si-tuo	tapahtumien kulku	course of events
raktuo	rak-tuo	pako	escape; flight; getaway
la raktuo	la rak-tuo	käpälämäessä	on the lam
le raktuo	le rak-tuo	pakosalle	to escape
tu raktuo	tu rak-tuo	pakoon	escape of
siraktuo	si-rak-tuo	pakoilu	running off
hylraktuo	hy-l-rak-tuo	maanpako	expatriation; exile
smoktuo	smok-tuo	sauhu	smoke
tarktuo	tark-tuo	osuma	hit
huktuo	huk-tu-o	koukkaus	hooking
bäktuo	bäk-tuo	takapakki	reversal; setback
altuo	al-tuo	alikulku	underpass
kaultuo	kaul-tuo	kaarros	turn
rauyltuo	rau-yl-tu-o	kieppi	hip-swing-up
vamtuo	vam-tuo	virtaus	current; flow; flux
alvamtuo	al-vam-tuo	sukellus	dive; diving
fovamtuo	fo-vam-tuo	merenkulku; merenkulun	nautical; seafaring; shipping; maritime
nivomtuo	ni-vom-tuo	ulosvirtaus	outflow
intuo	in-tuo	sisääntulo	entry; ingress; entering; inlet
leotuo	le-o-tuo	matelu	crawl
delotuo	de-lo-tuo	perääntyminen	backtracking
relotuo	re-lo-tu-o	kokoontuminen	gathering
le relotuo	le re-lo-tu-o	koolle	together
tukoo le relotuo	tu-koo le re-lo-tuo	kutsua koolle	call; convene
silotuo	si-lo-tuo	hajaannus	division; schism; dispersion
erlotuo	er-lo-tuo	muutto	migration; move; relocation
uthylerlotuo	ut-hy-l-er-lo-tuo	maastamuutto	emigration
tuhylerlotuo	tu-hy-l-er-lo-tuo	maahanmuutto	immigration; in-migration
urlotuo	ur-lo-tuo	sijoiltaanmeno	dislocation
sinotuo	si-no-tuo	vilinä	bustle
rotuo	ro-tuo	matka; reissu	journey; travel; trip; voyage
la rotuo	la ro-tuo	matkalla	on the way; en route
uspagarotuo	us-pa-ga-ro-tuo	lähetysmatka	mission trip; mission tour
dakarotuo	da-ka-ro-tuo	tutkimusmatka	exploration
hehobrotuo	heh-ob-ro-tuo	huvimatka; huviretki	sashay; excursion; expedition; jaunt; junket; outing; pleasure trip
edrotuo	ed-ro-tuo	etumatka	lead
nirotuo	ni-ro-tuo	retki	outing; trip; trek; excursion; picnic
tu nirotuo	tu ni-ro-tuo	retkelle	for a trip
dakanirotuo	da-ka-ni-ro-tuo	tutkimusretki	expedition
sinirotuo	si-ni-ro-tuo	retkeily	camping
sirotuo	si-ro-tuo	matkailu; turismi	tourism; travelling
tebajvirotuo	te-ba-j-vi-ro-tuo	häämatka	honeymoon
in duikrotuo	in du-ik-ro-tuo	puolimatkassa	half way
tanrotuo	tan-ro-tuo	päivämatka; päivän matka	day trip; day's journey
önrotuo	ön-ro-tuo	loppumatka	rest of the way
iprotuo	ip-ro-tuo	ekskursio	excursion
törotuo	tö-ro-tuo	työmatka	business trip
fetuvörotuo	fe-tu-vö-ro-tuo	junamatka	train trip
vuvörotuo	vu-vö-ro-tuo	laivamatka	boat trip; sea voyage
inlivotuo	in-li-vo-tuo	läpäisy	penetration; permeation
siptuo	sip-tuo	sotaretki	military expedition
ponoptuo	po-nop-tuo	rynnistys; rynnäkkö	attack; charge; assault
regendahäptuo	re-gen-da-häp-tuo	invarianssi	invariance
ertuo	er-tuo	eroaminen; ero	resignation; severance; secession; retirement; divergence; divorce; parting; departure; quitting
uttuaertuo	ut-tua-er-tuo	eristäytyminen	isolation
eloertuo	e-lo-er-tuo	asumisero; asumusero	judicial separation; estrangement
dirtuo	dir-tuo	suunnistus	orientation; orienteering
mitee dirtuo	mi-tee dir-tuo	harrastaa suunnistusta	do orienteering
kadedirtuo	ka-de-dir-tuo	pakki	reverse
pirtuo	pir-tuo	jatko; jatkumo; kontinuumi	continuum; continuation
noppirtuo	nop-pir-tu-o	kiri	spurt
urtuo	ur-tuo	lähtö	leaving; departure
oburtuo	ob-ur-tuo	väistö; väistäminen	dodging; evasion
siourtuo	si-o-ur-tuo	joukkolähtö	exodus; mass departure
hammoupurtuo	ham-moup-ur-tuo	röyhtäisy; röyhtäys	eructation; belch; burp
kniturtuo	knit-ur-tuo	silmäpako	ladder
postuo	pos-tuo	hyökkäys	assault; attack; invasion; offensive
kasadpostuo	ka-sad-pos-tuo	yllätyshyökkäys	raid; surprise attack
ögpostuo	ög-pos-tuo	vastahyökkäys	counterattack
hompostuo	hom-pos-tuo	ilmahyökkäys	air raid
krosustuo	kros-us-tuo	ristiretki	crusade
mivolttuo	mi-volt-tuo	seikkailu	adventure
uttuo	ut-tuo	käynti	visit
teuttuo	te-ut-tu-o	keikka	gig
lufuttuo	luf-ut-tuo	joutokäynti; tyhjäkäynti	running idle; idling
niuttuo	ni-ut-tuo	uloskäynti	exit
rautuo	rau-tuo	kierto; sykli	circulation; cycle; rotation
sirautuo	si-rau-tu-o	kiertely	evasion; circumlocution
paevsirautuo	pa-ev-si-rau-tu-o	kuperkeikka	somersault
hemorautuo	hemo-rau-tuo	verenkierto; verenkierto-	bloodstream; circulation; circulatory; blood circulation
lyrautuo	ly-rau-tuo	vyöry	avalanche; landslide; rolling
telyrautuo	te-ly-rau-tuo	vyörytys	rolling-up
mollyrautuo	mol-ly-rau-tuo	maanvyörymä	landslide
molvamlyrautuo	mol-vam-ly-rau-tuo	mutavyöry	mudslide
lumlyrautuo	lum-ly-rau-tuo	lumivyöry	avalanche
noplyrautuo	nop-ly-rau-tuo	syöksykierre	spin; tailspin
virutuo	vi-ru-tuo	yhteenliittymä	coalition; union; consortium; syndicate
visavörutuo	vi-sa-vö-ru-tuo	puhelinliittymä	telephone subscription; telephone connection
tutuo	tu-tuo	vaellus	hiking; journey; migration; rambling; trekking; wandering; hike
pyhtutuo	pyh-tu-tuo	pyhiinvaellus	pilgrimage
intutuo	in-tu-tuo	sisäänkäynti	doorway; entryway; entrance; door; entranceway
lumtuvootutuo	lum-tu-voo-tu-tuo	hiihtovaellus	ski hike
davtuo	dav-tuo	osviitta	guide
ahlytuo	ah-ly-tuo	lankeaminen; lankeemus	fall; falling; transgression
vamlytuo	vam-ly-tuo	vesiputous	cascade; falls; waterfall
aholytuo	ah-o-ly-tuo	syntiinlankeemus	fall
noplytuo	nop-ly-tuo	syöksylasku; syöksy	plunge; nosedive; rush; downhill; dive; skydiving; lunge
höipkätuo	hö-ip-kä-tuo	intonaatio	intoning; intonation
tötuo	tö-tuo	prosessi	process
tootetötuo	too-te-tö-tuo	valmistusprosessi	manufacturing process
sioiktötuo	si-o-ik-tö-tuo	eräajo	batch run
simuuo	si-muu-o	variaatio	variation
rautu-uo	rau-tu-u-o	kiertoliike	axial motion; axial rotation
kalmleivuo	kalm-lei-vuo	jäälautta	floe; ice floe
emiktorvuo	em-ik-torv-u-o	peristaltiikka	peristalsis
vo	vo	väline; instrumentti	appliance; vehicle; utensil; tool; means; implement; instrument
avo	a-vo	aura	plough; plow
ikrifaavo	ik-ri-faa-vo	annostin	feeder; I dispensed
rutugaavo	ru-tu-gaa-vo	talutin	leash
proglidakaavo	prog-li-da-kaa-vo	ohjelmatulkki	program interpreter
obkaavo	ob-kaa-vo	tähystin	speculum
tukaavo	tu-kaa-vo	osoitin	pointer; cursor
notukaavo	no-tu-kaa-vo	viisari	hand
obpaavo	ob-paa-vo	kohdistin; kursori	cursor
tutihpaavo	tu-tih-paa-vo	ahdin	supercharger
leipaavo	lei-paa-vo	levitin	spreader
erlipaavo	er-li-paa-vo	separaattori	separator
lopaavo	lo-paa-vo	asetin	applicator
erlopaavo	er-lo-paa-vo	eristin	insulator
erurpaavo	er-ur-paa-vo	erotin	delimiter; isolator; separator
ermupaavo	er-mu-paa-vo	vaihtaja	changer
sähivpaavo	säh-iv-paa-vo	katkaisin	switch
lidavo	li-da-vo	kikka	gimmick
vupagavo	vu-pa-ga-vo	airo	scull; oar
jopogavo	jo-po-ga-vo	paarit	stretcher
eönjopogavo	e-ön-jo-po-ga-vo	ruumispaarit	bier
retjopogavo	ret-jo-po-ga-vo	sairaspaarit	stretcher
pokiavo	po-kia-vo	kiila	wedge
aphakavo	ap-ha-ka-vo	valitsin	chooser
teobkavo	te-ob-ka-vo	tähtäin	viewfinder; sight
oo in teobkavo	oo in te-ob-ka-vo	olla tähtäimessä	have in one's eye
rekoupteobkavo	rek-oup-te-ob-ka-vo	diopteri	diopter
rekavo	re-ka-vo	heijastin	reflector
kaukalikavo	kau-ka-li-ka-vo	sapluuna	stencil; template
rokavo	ro-ka-vo	koru	bauble; jewelry; jewellery; jewel; bijou
käbverokavo	käb-ve-ro-ka-vo	rintakoru	brooch
nekverokavo	nek-ve-ro-ka-vo	kaulakoru	necklace; necklet
väkamrokavo	vä-kam-ro-ka-vo	jalokivikoru	jewellery; jewelry
moAurokavo	mo-Au-ro-ka-vo	kultakoru	jewel made of gold
höevrokavo	hö-ev-ro-ka-vo	korvakoru	earring
apkavo	ap-ka-vo	valitsin	dial; selector
farkavo	far-ka-vo	tutkain	prick; radar; scanner; strobe
rekafarkavo	re-ka-far-ka-vo	peilikaukoputki	reflecting telescope
kaufarkavo	kau-far-ka-vo	kaleidoskooppi	kaleidoscope
dufarkavo	du-far-ka-vo	kiikari	binoculars
hidlinskavo	hid-lins-ka-vo	periskooppi	periscope
lavamkam tukavo	la-vam-kam tu-ka-vo	poiju	buoy
fovamtukavo	fo-vam-tu-ka-vo	merimerkki	buoy
moltöönavo	mol-töö-na-vo	kyntöaura	plowing plough
hängpavo	häng-pa-vo	ripustin	hanger
noripavo	no-ri-pa-vo	ajastin	timer
sähvipavo	säh-vi-pa-vo	rele	relay
rolylpavo	rol-yl-pa-vo	vinssi; vintturi	winch
rolroupylpavo	rol-roup-yl-pa-vo	takila	rigging
hompavo	hom-pa-vo	palje	bellows
ögpopavo	ög-po-pa-vo	puristin; puserrin	squeezer; clamp; compactor; press; pressing device
ruvögpopavo	ruv-ög-po-pa-vo	ruuvipuristin	clamp; vice
inliouppavo	in-li-oup-pa-vo	pursotin	extruder
mouppavo	moup-pa-vo	suutin	nozzle; spray nozzle
ylpirpavo	yl-pir-pa-vo	tunkki	jack
heörpavo	heör-pa-vo	sivellin	brush
sährespavo	säh-res-pa-vo	kondensaattori	electrical condenser; capacitor; condenser
kadedirtuo ermupavo	ka-de-dir-tuo er-mu-pa-vo	peruutusvaihde	reverse gear
rupavo	ru-pa-vo	liitin	connector; coupler; coupling; plugger
paovorupavo	pa-o-vo-ru-pa-vo	holkkiliitin	sleeve connector
rektupavo	rek-tu-pa-vo	survin	pestle
ivpavo	iv-pa-vo	katkaisija	breaker; circuit breaker; interrupter
nilköpavo	nilk-ö-pa-vo	kihveli	garbage shovel; spoon
hööv vyhösavo	hööv vy-hö-sa-vo	soittaa summeria	sound the buzzer
pikobvo	pik-ob-vo	tikka	dart
midvo	mid-vo	keskitin	hub
dihkoodvo	dih-kood-vo	dekooderi	decoder
sutraevo	sut-rae-vo	haulikko	fowling piece; scattergun; shotgun; shot-gun
vuvodevo	vu-vo-de-vo	peräsin; ruori	rudder; tiller; helm
ikhieevo	ik-hiee-vo	jauhin	grinder
kateevo	ka-tee-vo	piirrin	plotter; styli; stylus
raukateevo	rau-ka-tee-vo	harppi	compass
duteevo	du-tee-vo	toistin	repeater
tuvemoFevo	tu-ve-mo-Fe-vo	jalkarauta	leg iron
metluhievo	met-lu-hie-vo	viila	file
kounplevo	koun-ple-vo	keila	beam; bowling pin; taper; tusk
höräjtevo	hö-räj-te-vo	mikseri	mixer
böntevo	bön-te-vo	tulukset	tinderbox
visavöpavevo	vi-sa-vö-pa-ve-vo	luuri	handset
potuvevo	po-tu-ve-vo	poljin	pedal
netbägteafvo	net-bäg-te-af-vo	haavi	net bag
fisnetbägteafvo	fis-net-bäg-te-af-vo	kalahaavi	landing net
hukheiteafvo	huk-hei-te-af-vo	harppuuna	harpoon
dafafvo	da-faf-vo	media	media
sidafafvo	si-da-faf-vo	multimedia	multimedia
lirdafafvo	lir-da-faf-vo	valemedia	fake media
sosdafafvo	sos-da-faf-vo	sosiaalinen media	social media
pödafafvo	pö-da-faf-vo	valtamedia	mainstream media
sefvo	sef-vo	suojain	protector
lyytesefvo	lyy-te-sef-vo	laskuvarjo	parachute
evhoomsefvo	ev-hoom-sef-vo	hengityssuojain	respirator
tansefvo	tan-sef-vo	päivänvarjo	umbrella; parasol; sunshade
vamlysefvo	vam-ly-sef-vo	sateenvarjo	umbrella
poaagvo	po-aag-vo	vedin	puller
mipoaagvo	mi-po-aag-vo	houkutin	allurement
josipoaagvo	jo-si-po-aag-vo	vetonaula	crowd-puller; drawing card
lupoaagvo	lu-po-aag-vo	hinaaja	towboat; tower; tug; tugboat
gagvo	gag-vo	kärry	cart
pavegagvo	pa-ve-gag-vo	käsikärry	handcart
beigagvo	bei-gag-vo	lasten rattaat; lastenrattaat; lastenvaunut	children's strollers; pram; pushchair; stroller
tuvehäkgagvo	tu-ve-häk-gag-vo	potkukelkka	kick sled
lumgagvo	lum-gag-vo	pulkka	sled
allumgagvo	al-lum-gag-vo	jalas	skid
tudirlumgagvo	tu-dir-lum-gag-vo	rattikelkka	bobsled; bobsleigh
povölumgagvo	po-vö-lum-gag-vo	moottorikelkka	snowmobile
pogagvo	po-gag-vo	ies	yoke
lumpogagvo	lum-po-gag-vo	kelkka	sled; sledge; toboggan
rautogagvo	rau-to-gag-vo	rattaat	buggies; cart; pushchair
paverautogagvo	pa-ve-rau-to-gag-vo	kottikärryt	barrow; wheelbarrow
lumlugagvo	lum-lu-gag-vo	reki	sledge; sleigh
ylbodögvo	yl-bod-ög-vo	haarniska	armor; armour; suit of armor
käbveögvo	käb-ve-ög-vo	rintakilpi	breastplate
sahvo	sah-vo	saha	saw
pavesahvo	pa-ve-sah-vo	käsisaha	handsaw
raupusahvo	rau-pu-sah-vo	pyörösaha; sirkkeli	circular saw
voshvo	vosh-vo	pesin; pesuri	washer; scrubber
nifraivo	ni-frai-vo	parila; grilli	barbecue; broiler; gridiron; grill
kransutto heiivo	kran-sut-to heii-vo	kranaatinheitin	mortar
paysriivo	pa-ys-rii-vo	tehostaja; tehostin	booster; enhancer
tudirpaysriivo	tu-dir-pa-ys-rii-vo	ohjaustehostin	power steering
frailakrivo	frai-lak-ri-vo	paistolämpömittari	frying thermometer
vamrivo	vam-ri-vo	vesimittari	water meter; water gauge
ylvaorivo	yl-va-o-ri-vo	korkeusmittari	altimeter
norivo	no-ri-vo	kronometri	chronometer
vamriiprivo	vam-riip-ri-vo	vedenkulutusmittari	water consumption meter
piprivo	pip-ri-vo	mittauslaite	measuring instrument
poripiprivo	po-ri-pip-ri-vo	kalorimetri	calorimeter
noprivo	nop-ri-vo	vaihde	gear; switch
sinoprivo	si-nop-ri-vo	vaihteisto	gearing
auttesinoprivo	aut-te-si-nop-ri-vo	automaattivaihteisto	automatic transmission
läkretrivo	läk-ret-ri-vo	kuumemittari	thermometer
lurivo	lu-ri-vo	pituusmitta	length measurement; linear measure; length measure
hevrivo	hev-ri-vo	puntti; vaaka	scales; weight; Libra
stikhevrivo	st-ik-hev-ri-vo	puntari	steelyard
homhevrivo	hom-hev-ri-vo	barometri; ilmapuntari	barometer
sivo	si-vo	välineistö	equipment
vivo	vi-vo	varuste	accessory; equipment
nopemräjvo	nop-em-räj-vo	vatkain; vispilä	beater; mixer; whisk
parääjvo	pa-rääj-vo	sekoitin	mixer
betonmoparääjvo	beton-mo-pa-rääj-vo	betonimylly	concrete mixer
teraakvo	te-raak-vo	pelätin	fright; scarecrow
kraksif teraakvo	krak-sif te-raak-vo	variksenpelätin	scarecrow
temakvo	te-mak-vo	pehmike	pad
turmakvo	tur-mak-vo	turvatyyny	airbag
poreekvo	po-reek-vo	murskain	crusher
sipupporeekvo	si-pup-po-reek-vo	pensaanmurskaaja	bushwhacker
knitreekvo	knit-reek-vo	raastin; raastinrauta; riivinrauta	grater
tureekvo	tu-reek-vo	murtaja	breaker
kalmtureekvo	kalm-tu-reek-vo	jäänmurtaja	icebreaker
veivreekvo	veiv-reek-vo	aallonmurtaja	bulwark; seawall; jetty; breakwater; mole
seekvo	seek-vo	etsin	viewfinder
lekvo	lek-vo	leikkikalu; lelu	plaything; toy
huulekvo	huu-lek-vo	lennokki; lelulentokone	toy airplane
sähtuoiikvo	säh-tuo-iik-vo	virranjakaja	distributor; electrical distributor; power distributor
vipiikvo	vi-piik-vo	niittaaja; nitoja	riveter; stapler
rupiikvo	ru-pi-ik-vo	naulain	nailer
riikvo	riik-vo	lukulaite	reader
sidakariikvo	si-da-ka-riik-vo	tiedostoselain	file browser
sikariikvo	si-ka-riik-vo	selain	browser
vinet-sikariikvo	vi-net-si-ka-riik-vo	nettiselain; internet-selain	Internet browser; web browser
katiikvo	kat-iik-vo	säteilijä	emitter
klikvo	klik-vo	nappula; painike; näppäin	button; key; knob
polyy klikvo	po-lyy klik-vo	painaa kosketinta	strike a key
ipnaklikvo	ip-na-klik-vo	pikanäppäin	hotkey; shortcut key
pleklikvo	ple-klik-vo	pelinappula	man; pawn
siklikvo	si-klik-vo	näppis; näppäimistö	keyboard; keypad
