VosaFrequency	Vosa	English	Finnish
96866	mehber	arctic bramble	mesimarja
96872	suitbeekjo	confectioner	kondiittori
96884	tetiis	let stand	seisottaa
96904	ahrapoaagli	seductively; sedulously	viettelevästi
96906	curivao omdalio	relative theory; theory of relativity	suhteellisuusteoria
96907	ishörhöö	guffaw	hörähtää
96952	pikemfiva	acrid	pisteliäs
96984	nihylvyo	foreign aid	ulkomaanapu
96988	besbod	rootstock	perusrunko
96991	ultritsva	filthy rich; extremely rich	upporikas
97106	autoupyys	be subjected to; be exposed	altistua
97317	in ser	in service; in the service	palvelussa
97329	mihapir	more pleasant	mieluisampi
97387	siyvtulva	labyrinthine	sokkeloinen
97413	moEr	erbium	erbium
97428	urteensnen	under strain	tiukilla
97430	sutvöhuvo	gunboat	tykkivene
97446	omdalioo	theorize	teoretisoida
97514	safnidcuoide	asceticism	askeesi
97514	safnidcuovao	asceticism	askeettisuus
97551	friofradäva	facultative	fakultatiivinen
97556	kvabasva	fortieth	neljäskymmenes
97557	bajvireekjo	adulterer; adulteress; adulterous	avionrikkoja
97680	friviplaastjo	freemason	vapaamuurari
97682	vämiva	magnanimous	jalomielinen
97692	ahjousjo	satanist	satanisti
97694	markkat	signal light	merkkivalo
97699	dieselpovö	diesel engine	dieselmoottori
97710	ahstculi	pessimistically	pessimistisesti
97731	ipricukali	unassumingly	vähäeleisesti
97758	authiid	hide oneself	kätkeytyä
97775	autpaiilva	accumulative	kasaantuva
97783	disdasaik	kilobyte	kilotavu
97814	sikatonauh	film strip	raina
97911	rosapidejo	hedonist	hedonisti
97922	sijfaotenid	claim for compensation	korvausvaatimus
97932	pomäva	virile	viriili
97941	vatsivoshleios	washboard	pyykkilauta
97947	ahfivao	painfulness; poignancy	kipeys
97956	vösutvo	machinegun	konekivääri
97978	ierbäkveva	swayback	notkoselkäinen
97999	mipoaagvo	allurement	houkutin
98004	dufeisnova	two-stage	kaksivaiheinen
98008	köhhövao	hoarseness	käheys
98099	moAupaa	gild	kullata
98132	ouppaveva	openhanded	avokätinen
98178	nentan	present-day	nykypäivä
98215	nukniid	be sleepy	nukuttaa
98215	panuuk	put to sleep	nukuttaa
98215	tenuuk	anaesthetize; anesthetize; make sleepy	nukuttaa
98300	vovöcuoova	conniving	vehkeilevä
98313	ropöli	authoritatively	arvovaltaisesti
98356	makip	softie; softy	pehmo
98364	räjsimoote	alloying	seostus
98423	denarrov	denarius	denaari
98429	tinvao	thinness	ohuus
98449	alkydmo	alkyd	alkydi
98452	luejravao	dullness	ikävyys
98521	litedaate	gamesmanship	taktikointi
98568	sidtuoretkut	bypass surgery	ohitusleikkaus
98633	tefätpiir	fatten; fatten out; fatten up	lihottaa
98700	isofso	private matter	yksityisasia
98707	käbvivopa	battlements	rintavarustus
98732	fungvilsem	ergot	torajyvä
98785	bitkum	chewing gum	purukumi
98816	ahofaapjo	usurper	anastaja
98831	poaap vy varmrorat	encumber	rasittaa kiinnityksellä
98888	kamapva	heavy handed	kovaotteinen
99001	ennamejusejvao	open mindedness; liberality	ennakkoluulottomuus
99001	pöfavao	liberality	liberaalisuus
99030	devkaul	development curve	kehityskaari
99054	sifharheörmakalos	featherbed	höyhenpatja
99117	päpagat	main mail	pääposti
99117	päpagatlö	main post office	pääposti
99137	lirva	falsy; mendacious; untruthful	valheellinen
99140	töönpöouv	turnstile	kääntöportti
99148	kvajänva	quadrennial	nelivuotinen
99218	reduojo	doppelganger	kaksoisolento
99229	ouppukuutte	clearcut	avohakkuu
99239	reliteeva	imitative	jäljittelevä
99295	ahosoorva	remorseful; repentant; penitential	katuva; katuvainen
99321	lylavao	baseness; lowliness; lowness; meanness	alhaisuus
99351	iprinoejva	leisured; unhurried	kiireetön
99367	bioposi	natural forces	luonnonvoimat
99405	ahöfriipson	prodigal son	tuhlaajapoika
99410	ahro	lucre; mammon	mammona
99426	si-ikva	multipiece	moniosainen
99443	tekliraap	found out; thrash out; untangle; clear up	setviä
99538	pohelhö	tinkle	pimputus
99538	pohelhöö	tinkle	pimputtaa
99538	sikilhöö	tinkle	kilkattaa
99538	sitekilhöö	tinkle	kilistellä
99538	tesikilhöö	tinkle	kilkuttaa
99591	nidejdute	tautology	tarpeeton toisto
99669	nodarii	compile statistics on	tilastoida
99707	katevatfou	ruche; frill	röyhelö
99755	ylautrocuva	ostentatious	pröystäilevä
99838	ipmämejvao	childlessness	lapsettomuus
99844	ejvislivoteeva	being not tricky	konstailematon
99877	törovfaajo	paymaster	palkanmaksaja
99967	hevlituu	plod	tarpoa
99967	sihitoptuvee	trudge; shamble; plod	tallustella
100003	sikäluova	piebald	laikukas
100005	pilkva	derisive; scornful	pilkallinen
100051	elsakau	ablative	ablatiivi
100084	autyloob	be stressed; stand out	korostua
100146	pönaali	dominantly; prevalently	vallitsevasti
100148	nopvamtuuva	fast-flowing	vuolas
100148	pisasaava	voluble	vuolas
100179	fätmovao	fatness	rasvaisuus
100201	kirtovirupaajo	bookbinder	kirjansitoja
100241	rafönli	be near the end	viimeisillään
100241	önstlina	nine months pregnant	viimeisillään
100245	autsneeten	slacken	löystynyt
100246	mivolttuu	have adventures; have an adventure	seikkailla
100277	emikjäätte	defecation	ulostaminen
100279	vatlaoriipen	threadbare; mangy	nukkavieru
100309	ejrostava	uneconomic; uneconomical	epätaloudellinen
100346	vidunukos	double bed	parisänky
100348	li mas	en masse; in bulk	massana
100432	rujoos	get bogged down	tyssätä
100454	joridäli	demographically	demografisesti
100499	malili	fatherly; paternally	isällisesti
100499	maliva	fatherly	isällinen
100500	ravvao	rawness	raakuus
100600	rotuotol tolik	hotel room	hotellihuone
100722	novsariikjo	newscaster	uutistenlukija
100727	nenrovosoeejjo	nihilist	nihilisti
100787	sadraakva	skittish	säikky
100838	bolikfung	boletus	tatti
100841	obriil	concretize	konkretisoida
100874	isautloheu	turnabout	keikaus
100973	rovvooshte	money laundering	rahanpesu
101001	pihövisaa	chitchat	hölöttää
101001	sileitusaate	chitchat	juoruilu
101001	sivisasaa	chitchat	jutustella
101010	rurovfa	bill of exchange	vekseli
101066	sirovri	price list	hinnasto
101125	vovisejli	witlessly	älyttömästi
101157	ahvotörov	starvation wage; pittance	nälkäpalkka
101206	ahovao	sinfulness	syntisyys
101239	rethapiirjono	convalescence	toipilasaika
101277	sipjoahcuujo	martinet	simputtaja
101379	ejhaforsaavao	ingratitude	kiittämättömyys
101421	söcuyvva	amnesiac	muistihäiriöinen
101444	siepknit	mycelium	rihmasto
101446	rilksiva	bleary	tihruinen
101449	hafislo	good fishing place	apaja
101506	noeemen	hackneyed	ajansyömä
101510	ylhahösa	canticle; paean; song of praise	ylistyslaulu
101539	ejysforteva	unmotivated	vetämätön
101568	kaal	be cold	palella
101587	redjurepkuem	borscht	borssikeitto
101697	pilboks	pillbox	pillerirasia
101724	termofaa	medicate	lääkitä
101727	nöbal	original home	alkukoti
101750	haeöpiirdali	pedagogically	pedagogisesti
101798	vy ajof öfva	on my own	omillani
101802	pöahofra	lust for power	vallanhimo
101812	onguuvao	clumsiness	kömpelyys
101854	tivpä	blackhead	mustapää
101895	teiits	titillate	kutkuttaa
101917	picusaajo	swashbuckler	rehentelijä
101954	luvi fovamlo	by sea; seaborne	meriteitse; meritse
102053	daeveöönen	braindead	aivokuollut
102054	hapber	barberry; sour berry	happomarja
102062	moSc	scandium	skandium
102120	virupaali	obligingly	sitovasti
102124	ejvarmvao teejö	uncertainty factor	epävarmuustekijä
102140	biotomo	biomaterial	biomateriaali
102153	viojo	contact person	yhteyshenkilö
102186	ruhamirosysva	piquant	pikantti
102207	sähpovö	electric motor	sähkömoottori
102233	ylluva	overlong	ylipitkä
102244	hitkniit	baste	harsia
102308	pitgölisaa	buttonhole	lobata
102308	vatrutoinliob	buttonhole	napinläpi
102311	volmat	Finnish rug	ryijy
102339	basögtraajo	decathlete	kymmenottelija
102342	kitar	all wrong	mytty
102357	fovamretva	seasick	merisairas
102486	lybodhukoo	cower	kyhjöttää
102513	kakvaääng	chequer	ruuduttaa
102515	emvomva	soupy	liemimäinen
102567	picukali	grandly	suurieleisesti
102707	ermupaavovao	convertibility; exchangeability	vaihdettavuus
102724	nituautkaa	stick out	törröttää
102734	sempavö	seeder	kylvökone
102735	vatsiilvö	flat iron; smoothing iron	silitysrauta
102756	sadnopva	quick-tempered	äkkipikainen
102759	alkmoejva	alcohol-free; nonalcoholic	alkoholiton
102831	mitakpir	gloomier	synkempi
102863	vomhu	spatter; splutter	pärske; roiske
102921	sikoova	quizzical	kyselevä
102930	hidsip	guerilla warfare	sissisota
102964	iikmiretjo	schizo	skitso
102992	ejknoot	unbind	avata solmu
102995	rauvao	roundness	pyöreys
103063	hyjhösa	folk song; folksong	kansanlaulu
103164	autponpiir	slow down	hidastua
103238	tesosa	aphorism	aforismi; mietelmä
103283	mahevret	stomach disease	vatsatauti
103324	sifmiteejo	birdwatcher	lintuharrastaja
103354	leiplaastjo	plasterer	rappaaja; rappari
103492	friofravao	voluntariness	vapaaehtoisuus
103495	oukvao	concaveness; concavity	koveruus
103495	ouukto	concavity; hollowing out	koverrus
103515	tivmetsif	black grouse	teeri
103519	tihup	hummock; tussock	mätäs
103556	pörovpoaapte	tax burden	verorasitus
103600	rogeshääkjo	bettor	vedonlyöjä
103608	honvojoli	heroically	sankarillisesti
103616	pötusaava	enjoining	käskevä
103727	ydinsava	laconic	lakoninen
103781	biotermuujo	naturopath	luonnonparantaja
103867	metroup	wire rope	vaijeri
103942	kvapoagva	four wheel drive	nelivetoinen
103979	lilonosava	adverbial	adverbiaalinen
103984	hokaukiirjo	ghostwriter	haamukirjoittaja
103992	ahriskvao	dangerousness	vaarallisuus
104117	vijova	pally	kaverillinen
104136	ampoulvo	ampoule	ampulli
104156	moTe	tellurium	telluuri
104234	ejroovova	nullable	mitätöitävä
104301	pötesivö	administrative machinery	hallintokoneisto
104337	ikoteide	functionalism	funktionalismi
104337	obroide	functionalism	funkis
104498	sio-obahte	pogrom	joukkovaino
104568	si-ipritee	wanton away; laze; laze around	laiskotella; velttoilla
104706	autmiahcuuen	chagrined	harmistunut
104711	nöbeshyl	country of origin	alkuperämaa
104718	paverautogagvosi	wheelbarrows	kottikärryt
104722	alvosva	dialectal	murteellinen
104767	duvivknit vatmo	gabardine	gabardiini
104779	autjuur	ingrain; take root	juurtua
104804	fäätö	salesmanship	myyntityö
104868	ylpirili	in abundance; in excess; to excess	ylen määrin; ylenmäärin
104875	karosloiptol	treasure house	aarreaitta
104886	vampovo	watermill	vesimylly
104890	alvaaren	undercooked	alikypsennetty
104895	olkleivebon	scapula	lapaluu
104919	autvoot	get wet; suffuse	kastua
104944	hojli	soulfully	sielullisesti
104951	unpima	old grandpa	papparainen
105014	royljoli	majestically	majesteettisesti
105054	omli	abstractly	abstraktisti
105067	ipyllitulos	brook bridge	rumpu
105074	ylöbhasava	boastful; snobbish	leuhka
105135	autedtukavisopto jäärjo	organizer of performance contracts; impresario	esiintymissopimusten järjestäjä
105159	autsidtuu	marginalize; get sidelined	syrjäytyä
105182	teryypte	smocking	rypytys
105183	lyrovpiir	cheapen	halventaa
105209	unvaorov	old-age pension	vanhuuseläke
105242	visemkavao	sexiness	seksikkyys
105316	rekos	rattletrap	rämä
105316	rekosva	phut	rämä
105318	obsuuejli	without hesitation	siekailematta
105437	molöfro	land property	maaomaisuus
105446	lystli	undermost	alimpana
105496	lusmoktorv	chimney stack; smokestack	tehtaanpiippu
105518	issolva	unicellular	yksisoluinen
105536	fosikveivbekos	microwave oven	mikroaaltouuni; mikrouuni
105541	kofvemkuuvö	coffee machine	kahvinkeitin
105581	laokutpu	lintel	päällyslauta
105584	rovlöpal	bank account	pankkitili
105648	gagvorauto	cartwheel	kärrynpyörä
105666	pöloapejva	impregnable; unconquerable	valloittamaton
105696	sanöbesdava	etymological	etymologinen
105859	eoovao	vividness; vivacity; liveliness	eloisuus
105890	autuus	confide in; entrust oneself	uskoutua
105907	dramhäkvo	drumstick	rumpukapula; rumpupalikka
105911	edbitve	incisor	etuhammas
105967	ipjulrono	Christmas party	pikkujoulu
105988	visasabot	chatbot	chatbot
106072	ipsiyyv	curb someone; refrain from	toppuutella
106108	tarmuujo	forger; falsifier; faker	väärentäjä
106242	vosafli	tolerably	siedettävästi
106245	hemocejjovao	consanguinity	verisukulaisuus
106275	nicuodakaide	behaviorism	behaviorismi
106370	rogöst	most beneficial; most profitable	kannattavin
106378	ditolsiepjo	horticulturist	hortonomi
106404	pöjosiosivälcuva	intergovernmental	hallitustenvälinen
106454	eokatoklirjo	movie star	elokuvatähti
106474	ögsipkuol	foxhole	potero
106542	hemoevbäg	pericardium	sydänpussi
106595	ej voo	can not; cannot; can't; no can do	ei pysty; ei voi
106616	teliafvoo	accustom	totuttaa
106631	sölatto	commemorative plaque	muistolaatta
106648	onglisasaa	stammer	takellella
106654	siuu etejli	fidget	liikehtiä levottomasti
106661	siotuvökatuujo	bus driver	bussikuski
106688	niauttudiiren	extrovert	ekstrovertti
106700	padavda	didactics	didaktiikka
106725	önönva	very last	vihoviimeinen
106749	ylsuitva	syrupy; treacly; sickly sweet; fulsome; cloying	äitelä
106756	fargaagva	far-reaching	kauaskantoinen
106786	pikpoulyppy	pole vault	seiväshyppy
106801	volfhaupe	wolfdog	susikoira
106819	entanklirlo	evening star	iltatähti
106911	tuavyögob	reactance	reaktanssi
107073	ulteil	bobtail	töpöhäntä
107077	tappitol	tower house	tornitalo
107127	mälili	manfully	miehekkäästi
107131	läktool	take a sauna bath	saunoa
107147	haheej	say goodbye	hyvästellä
107216	ejoovao	nonexistence	olemattomuus
107395	sieedögjosio	representative team	edustusjoukkue
107435	hitpiir	decimate; rarify	harventaa
107439	sadeön	sudden death	äkkikuolema
107486	lifpu	deciduous tree	lehtipuu
107488	vy dinsi	for hours	tuntikaupalla
107494	dakaateteaf	investigation request	tutkintapyyntö
107605	lytalbol	floorball	salibandy
107673	ylysookte	overreaction	ylireagointi
107685	delopovö	outboard motor	perämoottori
107761	Norhyl	nordic country	pohjoismaa
107776	kadetuujo	pursuer	takaa-ajaja
107801	siautlopaa	settle down	asettautua
107854	hiekpibäg	sandbag	hiekkasäkki
107861	vahsif	waxwing	tilhi
107887	dalouute	data transfer	tiedonsiirto
107890	entanva	matutinal	aamuinen
107899	sadissaa	blurt; blurt out	tokaista
107923	ofnukosva	bedridden; confined to bed	vuoteenoma
107936	fetultol	railway station; train station; railroad station	rautatieasema
107960	ielvao	narrowness	kapeus
108020	sidhou	crosswind	sivutuuli
108026	pöte-ev	administrative body; governing body	hallintoelin
108026	siuppu	brushwood	varvikko
108086	eönlosömark	cenotaph	hautamuistomerkki
108111	molfysdajo	geophysicist	geofyysikko
108120	nopahvoteeva	bungling; slipshod	hutiloiva
108138	käsivao	chromaticity	värikkyys
108142	ulsähtuo	short circuit	oikosulku
108187	vyoditerjo	assistant doctor	apulaislääkäri
108230	jyrvao	intransigence; starkness; steepness; stodginess	jyrkkyys
108246	tensusva	puritanical	puritaaninen
108371	cuvokaali	discerningly	huomaavaisesti
108371	ögporivö	pressure gauge; manometer	manometri; painemittari
108512	sojoseerte	customer service	asiakaspalvelu
108530	ermulakva	coldblooded	vaihtolämpöinen
108664	ahofraava	covetous	himoitseva
108695	vi ysri	with efficiency	tehokkuudella
108726	utnöeli	congenitally; innately	synnynnäisesti
108849	ifoejvarmva	absolutely certain	vuorenvarma
108849	varmvarmva	cocksure	vuorenvarma
108859	pövomä	potentate	mahtimies
108872	moCuaap	anneal; decarborize	mellottaa
108880	pösiedsiotol	Parliament House	eduskuntatalo
108916	yltarkcuu	niggle; nitpick	nipottaa; niuhottaa
108918	pöurkaprog	election platform	vaaliohjelma
108929	kalmleivuo	floe; ice floe	jäälautta
108971	tolnos	housemaid	sisäkkö
109011	obbooks	compartmentalize; pigeonhole	lokeroida
109019	autpogaa nitu	extrude	työntyä ulos
109019	inliouppaa	extrude	pursottaa
109020	votöret	occupational disease	ammattitauti
109072	popeheör	horsehair	jouhi
109080	noptyy	run fast	painella
109142	raktuohirva	panicky	paniikkimainen
109190	autcuyyvvao	derangement	häiriintyneisyys
109205	lisavovao	gumption; astuteness	neuvokkuus
109268	edpähojolivaoda	physiognomy	fysiognomia
109274	nuktepisretmo	barbiturate	barbituraatti; uni- ja rauhoituslääke
109311	jänisno	annual volume	vuosikerta
109313	iprisasaava	uncommunicative; taciturn	vähäpuheinen
109314	uoohen	calmed down	tyyntyi; tyyntynyt
109339	ejtelakliiren	unpolished	kiillottamaton
109398	fislulavamto	bobber	ongenkoho
109400	tifkaupapr	orderform	tilauslomake
109408	öbahsaali	reproachfully	moittivasti
109413	pipriaapjo	measurer; measureman	mittaaja
109523	pöhylliteda	statesmanship	valtioviisaus
109547	kofvemkuves	coffeepot	kahvipannu
109557	entan ylluvat	negligee	aamutakki
109639	äplhedpu	apple tree	omenapuu
109704	ennamejusli	prejudicially	ennakkoluuloisesti
109705	rosrytmhösa	lilt	iloinen ja rytmillinen laulu
109749	teaemvori	teaspoonful	teelusikallinen
109804	gagrikir	bill of lading; waybill	rahtikirja
109814	nujosiotööjo	youth worker	nuorisotyöntekijä
109817	kutlin	secant	sekantti
109843	kräbaapte	crabbing	ravustus
109857	vaminneek	gargle	kurlata
109912	taklaevva	dark-skinned; swarthy	tummaihoinen
109918	Abyssinlo	Abyssinia	Abessinia
109948	kausali	poetically	runollisesti
110056	eöneafda	genetic information	perimätieto
110070	pösorekdapaslo	criminal record	rikosrekisteri
110079	siropetekatuujo	drover	karjanajaja
110090	ejrovripteaafli	uncompromisingly	tinkimättömästi
110101	tuhylerlotuuva	immigrating	maahanmuuttava
110121	autvoosh	wash oneself	peseytyä
110188	authali	smugly	omahyväisesti
110230	oftukavintra	competitive bidding	tarjouskilpailu
110293	vitvilrynsi	semolina	mannasuurimot
110311	nidfulculi	contentedly	tyytyväisesti
110404	rytmculi	tactfully	tahdikkaasti
110444	autvifaar	lose touch; become estranged; grow away	vieraantua
