Vosa	VosaParts	Finsi	Engsi
teveivpäheör	te-veiv-pä-heör	permanentti	permanent; perm
tevviraflojo	tev-vi-raf-lo-jo	itänaapuri	eastern neighbor
teönnuukejli	te-ön-nuuk-ej-li	herättämättä	without waking up
tihnahaforva	tih-na-ha-for-va	yleispätevä	generally applicable
tihnakölliva	tih-na-kö-l-li-va	kosmopoliittinen; yleismaailmallinen	cosmopolitan; general; global; universal; worldwide
tihnaustolva	tih-na-us-tol-va	ekumeeninen	ecumenical
tihnavisahäp	tih-na-vi-sa-häp	yleiskokous	general assembly
tihnavisopto	tih-na-vi-sop-to	yleissopimus	convention; general agreement
tikheuu kaev	tik-heuu ka-ev	vilkuttaa silmää	wink
tikklirvisva	tik-klir-vis-va	välkky	brainy; smart
tisdirleijär	tis-dir-lei-jär	pystyrivi	vertical row
tisdirlyllel	tis-dir-lyl-lel	pystyasento	vertical position; upright position
tojorataafen	to-jo-rat-aaf-en	suojattu tekijänoikeuksilla	copyrighted
Treisva Hajo	tre-is-va Ha-jo	Kolmiyhteinen Jumala	Triune God
tretuloaafva	tre-tu-lo-aaf-va	kolmiulotteinen	three dimensional
tu ajof vimä	tu aj-of vi-mä	miehelleni	to my husband
tu jaof viäm	tu ja-of vi-äm	vaimollesi	to your wife
tu taunrauno	tu taun-rau-no	kaupunkikierrokselle	for a city tour
tualikautsaa	tua-li-ka-ut-saa	ilmaista toisin	restate
tuautdepaava	tu-a-ut-de-paa-va	rekursiivinen	recursive
tubalreuutte	tu-ba-l-re-uut-te	kotiinpaluu	homecoming
tuhylerlotuo	tu-hy-l-er-lo-tuo	maahanmuutto	immigration; in-migration
tulsitaunpul	tul-si-taun-pul	esplanadi	esplanade
tupösitoosen	tu-pö-sit-oos-en	valtaistuimelle astunut	enthroned
tusiforfäaag	tu-si-for-fä-aag	lanseerata	launch
tustapösiojo	tu-sta-pö-si-o-jo	liikenneministeri	Minister of Transport
tuvebolögtra	tu-ve-bol-ög-tra	jalkapallo-ottelu	football match
tuvehäkgagvo	tu-ve-häk-gag-vo	potkukelkka	kick sled
tuvehääk bol	tu-ve-hääk bol	potkaista palloa	kick the ball
tuvepäroupev	tu-ve-pä-roup-ev	kinnerjänne	achilles tendon
tuvisoopejva	tu-vi-soop-ej-va	yhteensopimaton	incompatible; mismatched
tuvitesoopte	tu-vi-te-soop-te	yhteensovitus; yhteensovittaminen	coordination; meshing; reconciliation
tuvöhäkripvo	tu-vö-häk-rip-vo	auton puskuri	bumper
tuvöisveemte	tu-vö-is-veem-te	auton ryyppy	choke
tuvörautosup	tu-vö-rau-to-sup	auton vanne	car rim; wheel
tuvösefyltal	tu-vö-sef-yl-tal	autokatos	carport
tuöntee prog	tu-ön-tee prog	suorittaa ohjelma; ajaa ohjelmaa	run program; run the program
tytradekatul	ty-tra-de-ka-tul	ravirata	racetrack
töafejstarov	tö-af-ej-sta-rov	työttömyyskorvaus	dole; unemployment benefit
töafejstatur	tö-af-ej-sta-tur	työttömyysturva	unemployment security
töculitedali	tö-cu-li-te-da-li	ergonomisesti	ergonomically
töculitedava	tö-cu-li-te-da-va	ergonominen	ergonomic
töfaripögöte	tö-fa-ri-pö-gö-te	työllisyyspolitiikka	employment policy
töpoforaafte	tö-po-for-aaf-te	värväys	recruitment
törosijjovao	tö-ro-sij-jo-va-o	viransijaisuus	tenure
törovpaersio	tö-rov-pa-er-si-o	palkkaluokka	paygrade; salary grade
törovrisoote	tö-rov-ri-soo-te	palkanlaskenta	payroll computation
törovrovpasi	tö-rov-rov-pa-si	palkkakustannukset	wage costs
tösivopiirte	tö-si-vo-piir-te	työharjoittelu	internship; practical training
tötuafajosio	tö-tua-fa-jo-si-o	delegaatio; valtuuskunta	delegation; deputation
töylhavaosio	tö-yl-ha-va-o-si-o	työvaliokunta	executive committee; working committee
ulsähtuopovö	ul-säh-tuo-po-vö	oikosulkumoottori	short circuit motor
ultorvouupvo	ul-torv-ouup-vo	hylsyavain	box-socket wrench; socket spanner; box spanner; box key; socket wrench; box wrench
unjohakedava	un-jo-ha-ke-da-va	geriatrinen	geriatric
unlilestadus	un-li-lestad-us	vanhoillislestadiolaisuus	conservative laestadianism
unrovjänriva	un-rov-jä-n-ri-va	eläkeikäinen	pensionable
unstmollimno	un-st-mol-lim-no	kambrikausi	cambrian
urhareplimos	ur-har-ep-li-mos	risuaita	fence of brushwood
urtuorisoote	ur-tuo-ri-soo-te	lähtölaskenta	countdown
urtönosijtöö	ur-tö-no-sij-töö	lomittaa	substitute for holidays
uscurokirgao	us-cu-ro-kir-ga-o	luottokirje	letter of credit
usdillisasio	us-di-l-li-sa-si-o	seurakuntaneuvosto	parish council
usgulvisahäp	us-gul-vi-sa-häp	hiippakuntakokous	diocesan synod
usgörilsaajo	us-gö-ril-saa-jo	uskon tunnustaja	confessor of faith
uspagapötusa	us-pa-ga-pö-tu-sa	lähetyskäsky	mission commandment
ustolpöjosio	us-tol-pö-jo-si-o	kirkkohallitus	Church Council
ustolvisahäp	us-tol-vi-sa-häp	kirkolliskokous	synod; church assembly; Church Parliament; General Synod
ut nöenkalno	ut nö-en-kal-no	alkusyksystä	from early autumn
ut so tu tua	ut so tu tua	asiasta toiseen	from one thing to another
uthylerlotuo	ut-hy-l-er-lo-tuo	maastamuutto	emigration
uthylyrpatuo	ut-hy-l-yr-pa-tuo	maastakarkotus	deportation
uttuaertuuen	ut-tua-er-tuu-en	eristäytynyt	secluded
uuten isvali	uut-en is-va-li	tuli ensin	came first
vainvempaves	vain-vem-pa-ves	viinikannu	flagon
vamikräjsimo	vam-ik-räj-si-mo	emulsio	emulsion
vampulapilep	vam-pul-apil-ep	raate	marsh trefoil
vampulbluber	vam-pul-blu-ber	juolukka	bog whortleberry
vampuljelber	vam-pul-jel-ber	muurain; suomuurain; hilla; lakka	cloudberry
vampulpursep	vam-pul-purs-ep	suopursu	marsh tea
vampulredber	vam-pul-red-ber	karpalo	cranberry
vampupkotsif	vam-pup-kot-sif	riekko	white grouse; willow grouse
vaopöjofaaen	va-o-pö-jo-faa-en	akkreditoitu	accredited
varmtusaavao	varm-tu-saa-va-o	vakuuttavuus	cogency; plausibility
vatkutikkayv	vat-kut-ik-ka-yv	tilkkutäkki	patchwork quilt
vatlaoriipen	vat-la-o-riip-en	nukkavieru	threadbare; mangy
vatsivooshjo	vat-si-voosh-jo	pyykkäri	laundress
vatsivooshte	vat-si-voosh-te	pyykinpesu	laundering
vatsivooshvö	vat-si-voosh-vö	pyykinpesukone	washing machine
vattoovsupos	vat-toov-sup-os	kuivausteline	clothes horse
veivmetleito	veiv-met-lei-to	aaltopelti	corrugated iron
vesvoshdipos	ves-vosh-di-pos	tiskiallas	sink
vetuotauntul	ve-tuo-taun-tul	kävelykatu	pedestrian zone; promenade; walkabout
vi eehkaevsi	vi eeh-ka-ev-si	itkusilmin	amid tears
vifarjokirto	vi-far-jo-kir-to	vieraskirja	guestbook; visitors' book
vifarjoresli	vi-far-jo-res-li	vieraanvaraisesti	hospitably
vifarjoresva	vi-far-jo-res-va	vieraanvarainen	hospitable
vikadaarovri	vi-ka-daa-rov-ri	tutustumishinta	introductory price
vilalkvemtoo	vil-alk-vem-too	panna olutta	brew
vilisasoopjo	vi-li-sa-soop-jo	neuvottelija	negotiator
vilisasoopte	vi-li-sa-soop-te	neuvottelu	negotiation; palaver; parley; counsel
villeikotsif	vil-lei-kot-sif	peltopyy	partridge
vinettesopvö	vi-net-te-sop-vö	verkkosovitin	network adapter
vinet-tukasa	vi-net-tu-ka-sa	ip-osoite; verkko-osoite	ip address; web address
vintravoteva	vin-tra-vo-te-va	kilpailukykyinen	competitive
viparauleito	vi-pa-rau-lei-to	kytkinlevy	clutch plate
vipöusroboks	vi-pö-us-ro-boks	liitonarkki	ark of the covenant
visahäptolik	vi-sa-häp-tol-ik	kokoushuone	boardroom
visasagaagjo	vi-sa-sa-gaag-jo	kielikello	talebearer
visavöpavevo	vi-sa-vö-pa-ve-vo	luuri	handset
visemejnosva	vi-sem-ej-nos-va	neitseellinen	virgin; virginal
visemtomapve	vi-sem-tom-ap-ve	luotti	stigma
visiotuongsa	vi-si-o-tu-ong-sa	joukkokanne	class action
visirytmheuu	vi-si-rytm-heuu	karkeloida	dance
visoptobesva	vi-sop-to-bes-va	sopimusperusteinen	contractual
visoptorovri	vi-sop-to-rov-ri	sopimushinta	contract price
visoslolijär	vi-sos-lo-li-jär	yhteiskuntajärjestelmä	social system
vittivbrauva	vit-tiv-brau-va	harmaanruskea	grey-brown
vittivhyljpe	vit-tiv-hylj-pe	harmaahylje	gray seal; grey seal
vivevtelouob	vi-vev-te-lo-u-ob	kudossiirrännäinen	graft
vodahapiirjo	vo-da-ha-piir-jo	valmentaja	trainer; coach
vodahapiirte	vo-da-ha-piir-te	valmennus	coaching; training
voejhäpipmäm	vo-ej-häp-ip-mäm	ihmelapsi	prodigy
voejhäpkaaen	vo-ej-häp-kaa-en	ihmetteli	wondered
voejhäpkaali	vo-ej-häp-kaa-li	ihmetellen	wondering
voejhäptermo	vo-ej-häp-ter-mo	ihmelääke; eliksiiri	elixir; panacea
vohöseneevte	vo-hö-sen-eev-te	kuuloaistimus	auditory sensation
vomdolglaves	vom-dol-gla-ves	dekantterilasi	beaker
vomhomteoova	vom-hom-te-oo-va	höyrynpitävä	vapour proof
vomlouysrida	vom-lo-u-ys-ri-da	hydrauliikka	hydraulics
vomlouysrili	vom-lo-u-ys-ri-li	hydraulisesti	hydraulically
vomlouysriva	vom-lo-u-ys-ri-va	hydraulinen	hydlaulic; hydraulic; hydraulical
vopiirleitol	vo-piir-lei-tol	harjoitussali	training hall
vosdavooejjo	vos-da-voo-ej-jo	ummikko	monoglot; monolingual person
vosta-ahpiir	vo-sta-ah-piir	ränsistyä	fall into disrepair
votnesläkret	vot-nes-läk-ret	nuhakuume	influenza
votpirretbön	vot-pir-ret-bön	märkäpaise	boil
votraylkaate	vo-tra-yl-kaa-te	tutorointi	tutoring; tutorship
votögöjärsio	vo-tö-gö-jär-si-o	ammattijärjestö	professional organization; trade union
votölivoejva	vo-tö-li-vo-ej-va	ammattitaidoton	unskilled
votölivoteva	vo-tö-li-vo-te-va	ammattitaitoinen	professional; skilled
vuvovamdimos	vu-vo-vam-dim-os	venelaituri	boat dock
vuvödiirjolo	vu-vö-diir-jo-lo	luotsiasema	pilot station
vuvölotaunlo	vu-vö-lo-taun-lo	satamakaupunki	port city; seaport
vuvövamdimos	vu-vö-vam-dim-os	satamalaituri	wharf
vy ajof öfva	vy aj-of öf-va	omillani	on my own
vy almoltuvö	vy al-mol-tu-vö	metrolla	by underground
vy is heiite	vy is heii-te	kertaheitolla	in one fell swoop
vy pave ruap	vy pa-ve ru-ap	ote kädellä	grip with hand
vy öfva posi	vy öf-va po-si	omin voimin	by own
vyopäpöjärjo	vy-o-pä-pö-jär-jo	apulaissheriffi	deputy sheriff
vyrotetuoväl	vy-ro-te-tuo-väl	edistysaskel	step forward; onward motion; forward motion; advance; advancement
välmäculiteo	väl-mä-cu-li-te-o	välimiesmenettely	arbitration
ylbääpekaajo	yl-bää-pe-kaa-jo	lammaspaimen	shepherd
yldavopirvao	yl-da-vo-pir-va-o	etevämmyys	pretentiousness
ylkajouidejo	yl-ka-jo-u-ide-jo	partiolainen	scout
yllituolimno	yl-li-tuo-lim-no	ylimenokausi	transition period
yllivomnituo	yl-li-vom-ni-tuo	ylivuoto	overflow
ylmialrocuva	yl-mi-al-ro-cu-va	yliolkainen	arrogant; overweening
ylmoupheörsi	yl-moup-heör-si	viikset	moustache; mustache; whiskers
ylnotösijfao	yl-no-tö-sij-fa-o	ylityökorvaus	overtime compensation
ylpekaeliojo	yl-pe-ka-e-li-o-jo	nomadi; paimentolainen	nomad
ylpekaeliova	yl-pe-ka-e-li-o-va	nomadi	nomadic
ylpekakirgao	yl-pe-ka-kir-ga-o	paimenkirje	pastoral
ylpiprisooen	yl-pip-ri-soo-en	ylimitoitettu	oversized
ylpkapövovao	ylp-ka-pö-vo-va-o	korskeus	highness
ylpöahdiirjo	yl-pö-ah-diir-jo	hovinarri	jester
ylpösieedsio	yl-pö-si-eed-si-o	senaatti	senate
ylsippäjovao	yl-sip-pä-jo-va-o	ylipäällikkyys	supreme command
yltalkutpuik	yl-tal-kut-pu-ik	paanu	shingle
ylva likauka	yl-va li-kau-ka	korkea profiili	high-profile
yraap inevsi	yr-aap in-ev-si	poistaa sisukset	gut
yrirflötuujo	yr-irf-lö-tuu-jo	vankikarkuri	escaped prisoner
yroodarilkir	yr-oo-da-ril-kir	poissaolotodistus	certificate of absence
ysifoötrekjo	ys-if-o-öt-rek-jo	lakon rikkuri; lakonrikkuri; rikkuri	strikebreaker; blackleg; scab; strike breaker
ysriparääjvö	ys-ri-pa-rääj-vö	tehosekoitin	blender
yvejvisemhäp	yv-ej-vi-sem-häp	orgiat	orgy
yvemikjätret	yv-em-ik-jät-ret	ummetus	constipation
yvmettutolik	yv-met-tu-tol-ik	panssarivaunu	armored combat vehicle; army tank; tank
yvpailvamtul	yv-pail-vam-tul	vallihauta	moat
yvtuvootuori	yv-tu-voo-tuo-ri	jarrutusmatka	braking distance
ämpevisemyyr	äm-pe-vi-sem-yyr	steriloida naaraseläin	spay
äplpäralkvem	äpl-pär-alk-vem	siideri	cider
öbahosaejvao	öb-ah-o-sa-ej-va-o	nuhteettomuus	probity
öbkatoliteka	öb-ka-to-li-te-ka	kuvaelma	tableau
ögfosikpeete	ög-fo-s-ik-pee-te	desinfiointi	disinfection; sanitizing
ögkaa edpäli	ög-kaa ed-pä-li	tavata kasvotusten	meet face to face
öglaogländev	ög-la-o-gländ-ev	kilpirauhanen	thyroid
ögtrapöcuujo	ög-tra-pö-cuu-jo	ottelutuomari	match referee; referee
önva pöcuute	ön-va pö-cuu-te	viimeinen tuomio; lopullinen tuomio	Last judgement; final judgment
ööfjovirosio	ööf-jo-vi-ro-si-o	holdingyhtiö	holding company
a häsi ej ali	a hä-si ej a-li	eivätkä he myöskään	and they neither
aaf tu ruapvo	aaf tu ru-ap-vo	saada ansaan	ensnare; entrap
Adria fovamlo	Adria fo-vam-lo	Adrianmeri	Adriatic Sea
afruu yvfulmu	af-ruu yv-ful-mu	kuroa umpeen	catch up
aftuu ismivao	af-tuu is-mi-va-o	päästä yksimielisyyteen	reach a consensus
ahcumiva unäm	ah-cu-mi-va un-äm	pahansisuinen ämmä	battleaxe
ahfiuplaevret	ah-fi-up-la-ev-ret	nokkosihottuma	hives
ahmägjo larau	ah-mäg-jo la-rau	noidankehä	vicious circle
ahrosta limno	ah-ro-sta lim-no	lamakausi	doldrums; recession
aj lumtuvooen	aj lum-tu-voo-en	hiihdin	I skied
alahpircuovao	al-ah-pir-cuo-va-o	sorronalaisuus	oppression
almolbavamtul	al-mol-ba-vam-tul	salaoja	subsurface drain
aloejva dipri	al-o-ej-va dip-ri	pohjaton syvyys	bottomless depth
alplumtuvoote	alp-lum-tu-voo-te	alppihiihto	alpine skiing
apdavtekatotö	ap-dav-te-ka-to-tö	opinnäytetyö	thesis
apdavtudiirjo	ap-dav-tu-diir-jo	opinto-ohjaaja	tutor
aurloböönenob	aur-lo-böön-en-ob	auringonpolttama	sunburn
aurlo-oilpamo	aur-lo-oil-pa-mo	aurinkovoide	sunscreen
autahsttee-en	aut-ah-st-tee-en	pilaantunut	decayed; spoiled; spoilt
autahvopiiren	aut-ah-vo-piir-en	huonontunut	deteriorated; degraded
autalpölyyvao	aut-al-pö-lyy-va-o	alistuvuus	acquiescence; submissiveness; subservientness
autenforteete	aut-en-for-tee-te	valmistautuminen	preparation; preparing
authanidrivao	aut-ha-nid-ri-va-o	itseriittoisuus	self-sufficiency
authapiirejva	aut-ha-piir-ej-va	parantumaton	incorrigible
autharitspiir	aut-ha-rits-piir	vaurastua	prosper
autiktuumejva	aut-ik-tuu-mej-va	liukenematon	insoluble
autinlireekte	aut-in-li-reek-te	puhkeaminen	bursting; outbreak
autintumolpaa	aut-in-tu-mol-paa	hautautua	bury
autlaevreeken	aut-la-ev-reek-en	haavoittunut	wounded; injured; casualty
autlaobönjäät	aut-la-o-bön-jäät	karstaantua	become encrusted; get carbon deposits
autleileipiir	aut-lei-lei-piir	laajentua; laajeta	expand
autlisoopejva	aut-li-soop-ej-va	sopeutumaton	unadaptable
autlisoopvote	aut-li-soop-vo-te	sopeutumiskyky	adaptability
autmiahtee-en	aut-mi-ah-tee-en	kiusaantunut	embarrassed; harassed; pestered; vexed
autmägmiyysen	aut-mäg-mi-yys-en	lumoontunut; lumoutunut	bewitched; mesmerized
autmägmiyyste	aut-mäg-mi-yys-te	lumoontuminen	enchantment
autoppiirejva	aut-op-piir-ej-va	heikentymätön	unabated
autoupyysejva	aut-oup-yys-ej-va	altistumaton	unexposed
autpofiemvoom	aut-po-fi-em-voom	marinoitua	marinate; pickled
autpogaa nitu	aut-po-gaa ni-tu	työntyä ulos	extrude
autpogaa tued	aut-po-gaa tu-ed	työntyä esiin	protrude
autponpiirvao	aut-pon-piir-va-o	hidastuvuus	deceleration
autporiipejva	aut-po-riip-ej-va	väsymätön	untiring; unwearied; tireless
autpoögtaaten	aut-po-ög-taat-en	kolhiintunut	battered
autrafpiirnen	aut-raf-piir-nen	lähestymässä	nearing
autsafvisemjo	aut-saf-vi-sem-jo	masokisti	masochist
autsivraucuoo	aut-siv-rau-cu-oo	riehaantua	run riot; fly off the handle; get boisterous; get out of hand; go wild
autstirpiirte	aut-stir-piir-te	köyhtyminen	impoverishment
autstoopenvao	aut-stoop-en-va-o	pysähtyneisyys; stagnaatio	stagnation
auttakkatpiir	aut-tak-kat-piir	hämärtyä	blur; dim; get dim; slur
auttekaasejva	aut-te-kaas-ej-va	vahingoittumaton	intact; undamaged; unhurt; uninjured
auttermuuejli	aut-ter-muu-ej-li	parantumattomasti	incurably
auttermuuejva	aut-ter-muu-ej-va	parantumaton	cureless; incurable; irremediable; unhealable
auttudiirvova	aut-tu-diir-vo-va	itseohjautuva	homing
auttöön rauli	aut-töön rau-li	kääntyä ympäri	turn around
auttöön tusid	aut-töön tu-sid	kääntyä puoleen	contact; turn to
aututjoskutpu	aut-ut-jos-kut-pu	ponnahduslauta	springboard
autvoporiipen	aut-vo-po-riip-en	riutunut	haggard; careworn; emaciated
autvyrotee-en	aut-vy-ro-tee-en	edistynyt	advanced; sophisticated
beslisoklirap	bes-li-so-klir-ap	perusteellinen selvitys	disquisition
biolohavicuva	bio-lo-ha-vi-cu-va	ympäristöystävällinen	eco-friendly
bitvediterjo-	bit-ve-di-ter-jo	hammaslääkärin	dental
bitvelaklirmo	bit-ve-la-klir-mo	hammaskiille	enamel
bitvesiheörvo	bit-ve-si-heör-vo	hammasharja	toothbrush; tooth-brush
biörperoemhäp	biör-pe-ro-em-häp	peijaiset	Fantasy feasts
bodevva opvao	bod-ev-va op-va-o	ruumiillinen heikkous	infirmity of the flesh
bääpelimleilo	bää-pe-lim-lei-lo	lammastarha	sheepfold
ceskvaängmetr	ce-s-kva-äng-metr	aari	one hundred square metres
curivao alide	cu-ri-va-o al-ide	suhteellisuusperiaate	proportionality principle
curova noiplo	cu-ro-va no-ip-lo	ratkaiseva vaihe	juncture
dafa kvaängos	da-fa kva-äng-os	ilmoitustaulu	bulletin board; notice board
davlimnorovfa	dav-lim-no-rov-fa	lukukausimaksu	tuition fee
dihdafaka kav	dih-da-fa-ka kav	julistetaide	poster art
diterjo dakaa	di-ter-jo da-kaa	lääkäri tutkii	doctor examines
diterjo obkaa	di-ter-jo ob-kaa	lääkäri tähystää	doctor examines
ditulahroapjo	di-tul-ah-ro-ap-jo	bandiitti	bandit
ducejsidvaojo	du-ce-j-sid-va-o-jo	androgyyni	androgynous
ducejsidvaova	du-ce-j-sid-va-o-va	androgyyninen	androgynous
duva pisährol	du-va pi-säh-rol	toisiokäämi	secondary winding
duvaylpirlaev	du-va-yl-pir-la-ev	orvaskesi	epidermis
eddejär rauri	ed-de-jär rau-ri	sekvenssipiiri	sequence circuit
ej aftuu intu	ej af-tuu in-tu	ei pääse sisään	can't get in
ejaafsoklirva	ej-aaf-sok-lir-va	sotkuinen	indecipherable
ejahhafaatava	ej-ah-ha-faa-ta-va	anteeksiantamaton	unforgivable; unforgiving; unpardonable; inexcusable
ejautkareejva	ej-aut-kar-eej-va	lannistumaton	indomitable; irrepressible; undaunted
ejautvopiiren	ej-aut-vo-piir-en	harjaantumaton; äkkinäinen	unversed; unpracticed; ignorant
ejenfortee-en	ej-en-for-tee-en	kylmiltään	unpreparedly
ejfosikpee-en	ej-fo-s-ik-pee-en	steriloitu	sterilized
ejhaforsaavao	ej-ha-for-saa-va-o	kiittämättömyys	ingratitude
ejlipösatevao	ej-li-pö-sa-te-va-o	tottelemattomuus	disobedience
ejnid-iprinoo	ej-nid-ip-ri-noo	hötkyillä	hurry in vain
ejsatvokaavao	ej-sat-vo-kaa-va-o	huomaamattomuus	inconspicuousness
ejsähik-aapjö	ej-säh-ik-aap-jö	hapetin	oxidizer; oxidant
ejsähik-aapte	ej-säh-ik-aap-te	hapettuminen; hapetus	oxidation
ejtalkacurili	ej-tal-ka-cu-ri-li	epäsymmetrisesti	asymmetrically
ejtalkacuriva	ej-tal-ka-cu-ri-va	epäsymmetrinen	asymmetric; asymmetrical
ejtelakliiren	ej-te-la-kliir-en	kiillottamaton	unpolished
ejvotösieedjo	ej-vo-tö-si-eed-jo	maallikkoedustaja	lay representative
ejvotöussaajo	ej-vo-tö-us-saa-jo	maallikkopuhuja	lay speaker
eks-katikdajo	eks-kat-ik-da-jo	radiologi	radiologist
eks-katikkato	eks-kat-ik-ka-to	röntgenkuva	radiograph; X-ray photograph
eloejouplomuo	e-lo-ej-oup-lo-mu-o	aavikoituminen	desertification
emikfosikpesi	em-ik-fo-s-ik-pe-si	probiootit	probiotics
emvemikjätsef	em-vem-ik-jät-sef	vauvan vaippa	nappy; baby diaper
enbajviroemno	en-ba-j-vi-ro-em-no	polttarit	hen party; stag party
enbajvivarmro	en-ba-j-vi-varm-ro	kihlapantti	seal of betrothal
enfortee-ejva	en-for-tee-ej-va	valmistamaton	unprepared; extemporaneous
enlakno sempa	en-lak-no sem-pa	touko	spring sowing
ennamejusejli	en-na-mej-us-ej-li	ennakkoluulottomasti	unprejudiced
ennamejusejva	en-na-mej-us-ej-va	ennakkoluuloton	unprejudiced; candid
ennapösadavli	en-na-pö-sa-dav-li	deterministinen	deterministic
ennaruappörov	en-na-ru-ap-pö-rov	ennakonpidätys	withholding tax
ennat usmihäp	en-nat us-mi-häp	iltahartaus	evening devotion
ennattakkatva	en-nat-tak-kat-va	iltahämärä	twilight
entan novsasi	en-tan nov-sa-si	aamu-uutiset	morning news
entan usmihäp	en-tan us-mi-häp	aamuhartaus	morning devotion
entan ylluvat	en-tan yl-lu-vat	aamutakki	negligee
eodev omdalio	e-o-dev om-da-li-o	evoluutioteoria	theory of evolution
eokato kuutte	e-o-ka-to kuut-te	filmin leikkaus	film editing
ermokausioova	er-mo-kau-si-oo-va	allotrooppinen	allotropic
ersanökirkasi	er-sa-nö-kir-ka-si	nimikirjaimet	initials
erusvijosiova	er-us-vi-jo-si-o-va	eriseurainen	heretic
ervälrerilika	er-väl-re-ri-li-ka	differentiaaliyhtälö	differential equation
ervälsiritejö	er-väl-si-ri-te-jö	erotuskerroin	differential coefficient
etmakleisitos	et-mak-lei-sit-os	divaani	divan
eurov ylikrov	eu-rov yl-ik-rov	eurokorko	euro interest rate
evaoennamejus	e-va-o-en-na-mej-us	rotuennakkoluulo	racial prejudice
evaosierpaate	e-va-o-si-er-paa-te	rotuerottelu	racial segregation
evmoylfiretva	ev-mo-yl-fi-ret-va	anafylaktinen	anaphylactic
eönhäp ushösa	e-ön-häp us-hö-sa	hautajaisvirsi	funeral hymn
eönhäpvigasio	e-ön-häp-vi-ga-si-o	hautajaissaattue	cortege
eönrolo keejo	e-ön-ro-lo kee-jo	pesänhoitaja	estate manager
eöön sy emnid	e-öön sy em-nid	kuolla nälkään	starve
feisno voltri	feis-no volt-ri	vaihejännite	phase voltage
fetuvöleivuvo	fe-tu-vö-lei-vu-vo	junalautta	train ferry
fetuvöpagaajo	fe-tu-vö-pa-gaa-jo	junanlähettäjä	train dispatcher
fetuvötutolik	fe-tu-vö-tu-tol-ik	junanvaunu; junavaunu	railcar; railway car
fislivevoilmo	fis-liv-ev-oil-mo	kalanmaksaöljy	cod liver oil
fivbasjänriva	fiv-ba-s-jä-n-ri-va	viisikymppinen	fifty years old
fivces shitsi	fiv-ce-s shit-si	riisi	ream
