Tunniste	Englanti	Suomi	Vosa
3025	I'm cold.	Minulla on kylmä.	Aj oof kalva.
3026	I'm coming right now.	Tulen juuri nyt.	Aj uut jusli nen.
3027	I'm coming to pick you up.	Tulen hakemaan sinua.	Aj uut utaag ja.
3028	I'm eight.	Olen kahdeksan-vuotias.	Aj oo ahtjänriva.
3029	I'm fine, and you?	Voin hyvin, entä sinä?	Aj voo hali, a ja?
3030	I'm from America.	Olen Amerikasta.	Aj oo ut Amerlo.
3031	I'm full.	Olen täynnä / kylläinen.	Aj oo ful / fuleemen.
3032	I'm getting ready to go out.	Olen valmis menemään ulos.	Aj oo teful tuu nitu.
3033	I'm glad you like it. (I'm glad to hear your good news. )	Olen iloinen, että pidät siitä. (Olen iloinen kuullessani hyviä uutisiasi.)	Aj oo rosva, syt ja öbraa it. (Aj oo rosva na vohöö jaof hava novsasi. )
3034	I'm going home in four days.	Olen menossa kotiin neljässä päivässä.	Aj tuune bal in kva tansi.
3035	I'm going to America next year.	Olen menossa Amerikkaan ensi vuonna.	Aj tuune Amerlo na deva jän.
3036	I'm going to bed.	Olen menossa nukkumaan.	Aj oo tuunen nuuk.
3037	I'm going to go have dinner.	Aion mennä syömään illallista.	Aj nesoo tuu eem ennatem.
3038	I'm going to leave.	Aion lähteä.	Aj nesoo urtuu.
3039	I'm good at tennis.	Olen hyvä tennispelissä.	Aj oo hava in tennisple.
3040	I'm good, and you?	Minulla on hyvin (olen kunnossa), entä sinä?	Aj oof hali (oo hastana), a ja?
3041	I'm good.	Minä voin hyvin.	Aj voo hali.
3042	I'm happy.	Olen iloinen.	Aj oo rosva.
3043	I'm here on business.	Olen täällä liikeasioissa.	Aj oo täla na fäfsosi.
3044	I'm hungry.	Olen nälkäinen.	Aj oo emnidva.
3045	I'm interested in this book.	Olen kiinnostunut tästä kirjasta.	Aj oo ruhamiien tä kirto.
3046	I'm just kidding.	Vitsailen vain.	Aj öbhehsaa erisli.
3047	I'm just looking. (Shopping)	Katselen vain. (Ostaminen)	Aj sikaa erisli. (Ääfte)
3048	I'm leaving tomorrow.	Lähden huomenna.	Aj urtuu detanna.
3049	I'm looking for the post office.	Etsin postitoimistoa.	Aj seek pagatotelo.
3050	I'm married.	Olen naimisissa.	Aj oo bajvi.
3051	I'm not afraid.	En ole peloissani.	Aj ej oo rakli.
3052	I'm not busy.	En ole kiireinen.	Aj ej oo iprinova.
3053	I'm not married.	En ole naimisissa.	Aj ej oo bajvi.
3054	I'm not opening the door.	En avaa ovea.	Aj ej ouup ouv.
3055	I'm not ready yet.	En ole valmis vielä.	Aj ej oo teful pirnen.
3056	I'm not sure.	En ole varma.	Aj ej oo varmva.
3057	I'm ok.	Olen ok.	Aj oo hali.
3058	I'm opening the door. You are opening the door. He is opening the door.	Avaan oven. Olet avaamassa ovea. Hän avaa oven.	Aj ouup ouv. Ja oo ouupnen ouv. Hä ouup ouv.
3059	I'm ready for breakfast.	Olen valmis aamiaiselle.	Aj oo teful for entanem.
3060	I'm ready.	Olen valmis.	Aj oo teful.
3061	I'm self-employed.	Olen itsetyöllistynyt.	Aj oo auttöfaaen.
3062	I'm sick.	Olen sairas.	Aj oo retva.
3063	I'm single.	Olen sinkku.	Aj oo isvijo. (bajviejjo)
3064	I'm sorry to interrupt you.	Olen pahoillani keskeyttäessäni sinut.	Aj oo ahmili na aj noreek ja.
3065	I'm sorry, we're sold out.	Olen pahoillani, olemme loppuunmyytyjä.	Aj oo ahmili, aj oo önfääen.
3066	I'm sorry.	Olen pahoillani.	Aj oo ahmili.
3067	I'm thirsty.	Olen janoinen. Minulla on jano.	Aj oo vemnidva. Aj oof vemnid.
3068	I'm thirsty.	Minua janottaa.	Aj vemniid.
3069	I'm tired.	Olen väsynyt.	Aj oo autporiipen.
3070	I'm very busy. I don't have time now.	Minä olen erittäin kiireinen. Minulla ei ole aikaa nyt.	Aj oo errili iprinova. Aj ej oof no nen.
3071	I'm very fond to you as a friend.	Rakastan sinua ystävänä.	Aj raa ja li havijo.
3072	I'm very well, thank you.	Voin hyvin, kiitos.	Aj voo hali, haforsa.
3073	I'm worried too.	Olen myös huolissani.	Aj ali mikee.
3074	I've already seen it.	Olen jo nähnyt sen.	Aj oo ripnen vokaaen it.
3075	I've been here for two days.	Olen ollut täällä kaksi päivää.	Aj oo ooen täla du tansi.
3076	I've been there.	Olen ollut siellä.	Aj oo ooen itla.
3077	I've got a taxi waiting outside.	Minulle on taksi, joka odottaa ulkona.	For aj oo tiftuvö, koö obnoo ni.
3078	I've got to go now.	Minun on mentävä nyt.	Aj piit tuu nen.
3079	I've heard Texas is a beautiful place.	Olen kuullut, että Texas on kaunis paikka.	Aj oo vohööen, syt Teksas oo kava lo.
3080	I've never done that.	En ole koskaan tehnyt niin.	Aj oo ejna tee-en itli.
3081	I've never seen that before.	En ole koskaan nähnyt sitä aikaisemmin.	Aj oo ejna vokaaen it lynapir.
3082	I've seen it.	Olen nähnyt sen.	Aj oo vokaaen it.
3083	I've worked there for five years.	Olen työskennellyt siellä viisi vuotta.	Aj oo sitööen itla fiv jänsi.
3084	If you go there, you will find him.	Jos menet sinne, löydät hänet.	If ja tuu itle, ja kees hä.
3085	If you had gone there, you would have found him.	Jos olisit mennyt sinne, olisit löytänyt hänet.	If ja ooif tuuen itle, ja ooif keesen hä.
3086	If you like it I can buy more.	Voin ostaa lisää, jos pidät siitä.	Aj voo ääf pir, if ja öbraa it.
3087	If you need my help, please let me know.	Jos tarvitset apua, ota meihin yhteyttä / ilmoita minulle.	If ja niid vyo, aap vio tu ajsi / dafaa tu aj.
3088	If you went there, you would find him.	Jos menisit sinne, löytäisit hänet.	If ja tuuif itle, ja keesif hä.
3089	In 20 minutes.	20 minuutissa.	In 20 censi.
3090	Is anyone else coming?	Tuleeko kukaan muu?	Uutko ejjo tua?
3091	Is everything ok?	Onko kaikki hyvin?	Ooko ki hali?
3092	Is it close?	Onko se lähellä?	Ooko it rafli?
3093	Is it cold outside?	Onko ulkona kylmä?	Ooko ni kalva?
3094	Is it far from here?	Onko se kaukana täältä?	Ooko it far täut?
3095	Is it hot?	Onko se kuuma?	Ooko it läkva?
3096	Is it possible?	Onko se mahdollista?	Ooko it vova?
3097	Is it raining?	Sataako?	Vamlyyko?
3098	Is it ready?	Onko se valmis?	Ooko it teful?
3099	Is it expected to rain tomorrow?	Onko odotettavissa sadetta huomenna?	Ooko obnoonen vamly detanna?
3100	Is John there please? (phone call)	Onko John siellä? (puhelu)	Ooko John itla? (visaate)
3101	Is Mr. Smith an American?	Onko herra Smith amerikkalainen?	Ooko romä Smith amerjo?
3102	Is that a pencil?	Onko se lyijykynä?	Ooko it moCkirvo?
3103	Is that enough?	Onko se tarpeeksi?	Ooko it hanidri?
3104	Is that it?	Onko tuo se?	Ooko ät it?
3105	Is that ok?	Onko se ok?	Ooko it hali?
3106	Is the bank far?	Onko pankki kaukana?	Ooko rovlö far?
3107	Is the door opened?	Onko ovi auki?	Ooko ouv oup?
3108	Is there a library nearby?	Onko lähellä kirjastoa?	Ooko raf sikirlö?
3109	Is there a Miss Lee staying here?	Onko täällä Miss Lee?	Ooko täla nuäm Lee?
3110	Is there a restaurant in the hotel?	Onko hotellissa ravintola?	Ooko in rotuotol roemlo?
3111	Is there a store near here?	Onko täällä lähellä kauppaa?	Ooko täla raf fäflo?
3112	Is there air conditioning in the room?	Onko huone ilmastoitu?	Ooko tolik tehomstaaen?
3113	Is there an English speaking guide?	Onko englanninkielistä opasta?	Ooko engvosva tudaavjo?
3114	Is there any book on the table?	Onko pöydällä yhtään kirjaa?	Ooko la laos ejri kirto?
3115	Is there any mail for me?	Onko minulle postia?	Ooko for aj pagat?
3116	Is there anything cheaper?	Onko teillä mitään halvempaa?	Oofko jasi ejö lyrovpir?
3117	Is this a book?	Onko tämä kirja?	Ooko tä kirto?
3118	Is this a safe area?	Onko tämä turvallinen alue?	Ooko tä turva leilo?
3119	Is this bridge made of wood?	Onko tämä silta puusta?	Ooko tä yllitulos ob pum?
3120	Is this Mr. Smith?	Onko tämä herra Smith?	Ooko tä romä Smith?
3121	Is this pen yours?	Onko tämä kynä sinun?	Ooko tä kirvo jaof?
3122	Is this the bus to New York?	Onko tämä bussi New Yorkiin?	Ooko tä siotuvö tu Njuu Jook?
3123	Is this your book?	Onko tämä sinun kirjasi?	Ooko tä jaof kirto?
3124	Is your father home?	Onko isäsi kotona?	Ooko jaof ma in bal?
3125	Is your house like this one?	Onko talosi kuin tämä?	Ooko jaof tol li tä?
3126	Is your husband also from Boston?	Onko miehesi myös Bostonista?	Ooko jaof vimä ali ut Boston?
3127	Is your son here?	Onko poikasi täällä?	Ooko jaof son täla?
3128	Isn't it?	Eikö olekin?	Ejko oo a?
3129	It costs 10 dollars per hour.	Se maksaa 10 dollaria tunnissa.	It rovrii 10 dolrovsi in din.
3130	It depends on the weather.	Riippuu säästä.	It obhääng nista?
3131	It hurts here.	Tähän sattuu.	Tätu ahfii.
3132	It is difficult.	Se on vaikeaa.	It oo ongva.
3133	It is necessary that he should be sent there at once.	On välttämätöntä, että hänet lähetetään sinne heti.	Nidva oo, syt hä pagaata itle välejnen.
3134	It is seven. It must be seven.	Se on seitsemän. Sen on oltava seitsemän.	It oo sev. It piit oo sev.
3135	It is time for you to get up.	Sinun on aika nousta ylös.	Ja oof no yyl.
3136	It is very useful to listen to Lesson One again.	On erittäin hyödyllistä kuunnella Oppitunti 1 uudelleen.	Errili görova oo höör Davdin 1 novli.
3137	It is wonderful.	Se on upea.	It oo kaylva.
3138	It makes me forget all my problems.	Se saa minut unohtamaan kaikki ongelmani.	It aaf aj öös ki ajof ongsi.
3139	It rained very hard today.	Satoi tänään kovasti.	Vamlyyen tätanna kamli.
3140	It takes 2 hours by car.	Se kestää 2 tuntia autolla.	It noaap du dinsi vy tuvö.
3141	It takes place in a school.	Sellaista tapahtuu koulussa.	Itva hääp in davlo.
3142	It was the most exciting match I've ever seen.	Se oli mielenkiintoisin ottelu, jonka olen koskaan nähnyt.	It ooen ruhamist ögtra, koö aj oo ejna vokaaen.
3143	It will arrive shortly.	Se saapuu pian.	It uut ipne.
3144	It would be quite impossible to enumerate all the things.	Olisi melko mahdotonta luetella kaikkia asioita.	Ooif rafli ejvoli siriik ki sosi.
3145	It'll be cold this evening.	On kylmä tänä iltana.	Tä entanna oo kalva.
3146	It's 11:30pm.	Kello on 23:30.	Novo oo 23:30.
3147	It's 5 dollars.	Se on 5 dollaria.	It oo 5 dolrovsi.
3148	It's 6:30.	Kellonaika on 6:30.	Novono oo 6:30.
3149	It's a quarter past five.	Se on neljännes yli viisi.	It oo kvaik ylli fiv.
3150	It's a quarter to 7.	Kello on neljännestä vaille seitsemän.	Novo oo kvaik en sev.
3151	It's August 25th.	On 25. elokuuta.	25. (Dubasfivva) ahthyn oo.
3152	It's delicious!	Se on herkullista!	It oo haemva!
3153	It's far from here.	Se on kaukana täältä.	It oo far täut.
3154	It's getting dark.	Tulee pimeää.	Uut takva.
3155	It's going to be hot today.	Tänään tulee olemaan kuuma.	Tätanna oone läkva.
3156	It's going to snow today.	Tänään sataa lunta.	Tätanna lumlyy.
3157	It's half past 11.	On puoli 12.	Duik ne basis oo.
3158	It's half past seven.	Kello on puoli kahdeksan.	No oo duik ylli sev. (7:30)
3159	It's here.	Se on täällä.	It oo täla.
3160	It's in the sky / near my home / on the sea / on the left of table.	Se on taivaalla / lähellä kotiani / merellä / pöydän vasemmalla puolella.	It oo la yllo / raf ajof bal / la fovamlo / la lev ut laos.
3161	It's is a quarter past nine.	Kello on vartin yli yhdeksän.	Novo oo kvaik ylli nin.
3162	It's less than 10 dollars.	Se on alle 10 dollaria.	It oo rip 10 dolrovsi.
3163	It's likely to rain.	Sataa todennäköisesti.	Vamlyy rilvokali.
3164	It's longer than 50 miles.	Se on pidempi kuin 50 mailia.	It oo lupir il 50 mailsi.
3165	It's more than 100 dollars.	Se on yli 100 dollaria.	It oo pir (ylli) 100 dolrovsi.
3166	It's near the Supermarket.	Se on lähellä supermarketia.	It oo raf pifäflo.
3167	It's north of here.	Se on täältä pohjoiseen.	It oo täut tu nor.
3168	It's not suppose to rain today.	Ei ole oletettavasti sadetta tänään.	Tätanna ej oo dauusli vamly.
3169	It's not too far.	Se ei ole liian kaukana.	It ej oo ylrili far.
3170	It's not very expensive.	Se ei ole kovin kallista.	It ej oo errili ylrovva.
3171	It's ok.	Se on okei.	It oo haklir.
3172	It's on 7th street.	Se on 7. kadulla.	It oo la sevva tauntul.
3173	It's over there.	Se on tuolla.	It oo ätla.
3174	It's raining.	Sataa.	Vamlyy.
3175	It's really hot.	On todella kuuma.	Rilli läkva oo.
3176	It's suppose to rain tomorrow.	On luultavasti sadetta huomenna.	Mejuusli oo vamly detanna.
3177	It's ten o'clock.	Kello on kymmenen.	Novo oo bas.
3178	It's there.	Se on siellä.	It oo itla.
3179	It's time to watch video.	On aika katsoa videota.	No oo kaa kahöto.
3180	It's too late.	On liian myöhäistä.	Ylrili ylnava oo.
3181	It's too sharp.	Se on liian terävä.	It oo ylrili kutva.
3182	It's two minutes past six.	On kaksi minuuttia yli kuusi.	Du censi ne sik oo.
3183	It's two minutes to six.	On kaksi minuuttia vaille kuusi.	Du censi en sik oo.
3184	It's very cold today.	Tänään on hyvin kylmä.	Tätanna oo errili kalva.
3185	It's very cold.	On hyvin kylmää.	Hali kalva oo.
3186	It's very important.	Se on erittän tärkeää.	It oo errili curova.
3187	It's very windy.	Se on hyvin tuulista.	It oo errili houva.
3188	John is going on vacation tomorrow.	John on menossa lomalle huomenna.	John oo tuunen urtöno detanna.
3189	June 3rd.	3. kesäkuuta.	Treva sikhyn.
3190	Just a little.	Vain vähän.	Erisli ipri.
3191	Just a moment.	Hetki vain.	Ipno isli.
3192	Just so.	Juuri niin.	Jusli itli.
3193	Keeping one's promise is something we should all do.	Lupauksemme pitäminen on jotain, mitä meidän kaikkien pitäisi tehdä.	Ajsiof sapöfa pao oo ö, ko ajsi ki piitif tee.
3194	Let me check.	Anna minun tarkistaa.	Faa aj istaark.
3195	Let me take you out for dinner.	Anna minun viedä sinut illalliselle.	Faa aj gaa ja tu ennatem.
3196	Let me think about it.	Anna minun ajatella (harkita) sitä.	Faa aj soo (ifsoo) it.
3197	Let's go have a look.	Mennään katsomaan.	Tuuta kaa.
3198	Let's go!	Mennään!	Tuuta!
3199	Let's meet in front of the hotel.	Tavataan hotellin edessä.	Ögkaata kaed rotuotol.
3200	Let's practice English.	Harjoitellaan (käytetään) englantia.	Sivopiirta (teoota) eng.
3201	Let's share.	Jaetaan.	Iikta.
3202	Listen to the recording.	Kuuntele äänitys!	Höör ja hösloote!
3203	Look at me!	Katso minua!	Kaa ja aj!
3204	Look at the blackboard!	Katso taulua!	Kaa volkato!
3205	Looking at the last few lessons, I see we have taken a big step.	Kun katson muutamaa viimeistä oppituntia, huomaan, että olemme ottaneet suuren askeleen.	Na ja kaa ipsi önva davdin, aj satvokaa, syt ajsi oo aapen piva tuoväl.
3206	Male or female?	Mies vai nainen?	Mä taj äm?
3207	May I come in?	Voinko tulla sisään?	Vooko aj intuu?
3208	May I have some water?	Saisinko vettä?	Aafifko ja vam?
3209	May I offer a suggestion?	Voinko tarjota ehdotuksen?	Vooko aj oftukaa tajsa?
3210	May I sit down?	Voinko istua?	Vooko aj siit?
3211	May I speak to Mrs. Smith, please?	Voinko puhua rouva Smithin kanssa?	Vooko aj sasaa vi roäm Smith?
3212	May I take this chair?	Voinko ottaa tämän tuolin?	Vooko aj aap tä sitos?
3213	May I use your pencil?	Voinko käyttää lyijykynääsi?	Vooko aj teoo jaof moCkirvo?
3214	Maybe.	Voi olla. Ehkä.	Mejoo. Mejli.
3215	Milk is good for you to drink.	Maito on hyvää juotavaa.	Milk oo hava veemva.
3216	Milk is good to drink.	Maitoa on hyvä juoda.	Milk oo hava veem.
3217	Mind your own business!	Pidä huoli omista asiositasi!	Paoo ja mike ob jaof öfva sosi.
3218	More than 80 miles.	Yli 80 mailia.	Ylli 80 mailsi.
3219	More than that.	Enemmän kuin se.	Pir il it.
3220	Most scientists tend to agree with me.	Useimmilla tutkijoilla on taipumus olla samaa mieltä kanssani.	Sipir dakaajosi oof vofoulio remioo vi aj.
3221	My birthday is August 27th.	Syntymäpäiväni on 27. elokuuta.	Ajof nöetan oo na 27. ahthyn.
3222	My car isn't working.	Autoni ei toimi.	Ajof tuvö ej otee.
3223	My cell phone doesn't have good reception.	Matkapuhelimellani ei ole hyvä kuuluvuus.	Ajof rotuo visavö ej oof hava vohövao.
3224	My cell phone doesn't work.	Matkapuhelimeni ei toimi.	Ajof rotuo visavö ej otee.
3225	My daughter is here.	Tyttäreni on täällä.	Ajof nos oo täla.
3226	My father has been there.	Isäni on ollut siellä.	Ajof ma oo ooen itla.
3227	My father is a lawyer.	Isäni on lakimies.	Ajof ma oo pösojo.
3228	My father is in his office.	Isäni on toimistossaan.	Ajof ma oo in häof otelo.
3229	My grandmother passed away last year.	Isoäitini kuoli viime vuonna.	Ajof piam eöönen edva jänna. (na edva jän)
3230	My house is close to the bank.	Taloni on lähellä pankkia.	Ajof tol oo raf rovlö.
3231	My luggage is missing.	Matkatavarani puuttuvat. Matkalaukkuni puuttuu.	Ajof rotuo oftosi ejofrii. Ajof rotuo bäg ejofrii.
3232	My name is John Smith.	Nimeni on John Smith.	Ajof ersa oo John Smith.
3233	My sister has a cup.	Siskollani on kuppi.	Ajof bajnos oof kup.
3234	My son studies computing.	Poikani opiskelee tietokonealaa.	Ajof son apdaav davö leilo.
3235	My son.	Poikani.	Ajof son.
3236	My stomach hurts.	Vatsaani sattuu. Mahani on kipeä.	Ajof mahev siahfii. Ajof mahev oo ahfiva.
3237	My throat is sore.	Kurkkuni on kipeä.	Ajof innek oo ahfiva.
3238	My watch has been stolen.	Kelloni on varastettu.	Ajof novo oo ahaapen.
3239	Near the bank.	Lähellä pankkia.	Raf rovlö.
3240	Neither am I	En minäkään	Ej aj a.
3241	Neither can I	En voi myöskään	Aj ej voo ali. (Ejali aj voo.)
3242	Never do that!	Älä koskaan tee sitä!	Ejna tee ja it!
3243	Never mind.	Unohda koko juttu.	Öös ja kio öbsasa.
3244	Next time.	Seuraavalla kerralla.	Na deva isno.
3245	Nice to meet you	Hauska tavata	Hehobva ögkaa.
3246	No, I'm American.	Ei, olen amerikkalainen.	Ej, aj oo amerjo.
3247	No, thank you.	Ei kiitos.	Ej haforsa.
3248	No, this is the first time.	Ei, tämä on ensimmäinen kerta.	Ej, tä oo isva isno.
3249	No.	Ei.	Ej.
3250	Nobody is helping us.	Kukaan ei auta meitä.	Ejjo vyy ajsi.
3251	Nobody is there right now.	Kukaan ei ole siellä juuri nyt.	Ejjo oo itla jusli nen.
3252	Nonsense.	Hölynpölyä.	Ejvisda.
3253	Not at all.	Ei lainkaan. Ei kestä (kiittää).	Ejri. Ej ögvoo (haforsaa).
3254	Not recently.	Ei viime aikoina.	Ej na edönva nosi.
3255	Not yet.	Ei vielä.	Ej pirnen.
3256	Nothing else.	Ei mitään muuta.	Ejö tua.
3257	Now or later?	Nyt tai myöhemmin?	Nen taj nepir?
3258	October 22nd.	22. lokakuuta.	22. bashyn.
3259	Of course.	Tietysti.	Dajeli.
3260	OK. Very good!	OK. Erittäin hyvä!	Haklir. Errili hava!
