English	Finnish	Vosa
On what basis did Russia supposedly have the right to attack Ukraine with armed forces and cause great destruction to the infrastructure, killing and wounding both its own citizens and Ukrainians by the hundreds of thousands?	Millä perusteella Venäjällä on muka ollut oikeus hyökätä asevoimin Ukrainaan ja tehdä infralle suurta tuhoa, tapattaa ja haavoittaa sekä omia kansalaisia että ukrainalaisia sadoin tuhansin?	Kovy bessy Ruslo oo lije oofen rataf postuu vy sutsipvo posi intu Ukrainlo a tee tu sivovötol piva kirek, tuapaeöön a laevreek duvio öfva hyjjosi a ukrainjosi li cessi dissi?
Knowledge is power, knowledge is strength, the people are become noble by knowledge.	Tieto valtaa, tieto voimaa, kansa tiedon aateloimaa.	Da pö, da po, hyj da väjomuuen.
What is your name, first and last name? What is his/her name?	Mikä on nimesi, etunimet ja sukunimi? Mikä hän on nimeltään?	Ko oo jaof ersa, edersasi a cejersa? Ko hä oo ersaaen?
I'm counting the total. The children toboggan down the hill in Shrovetide. Lower the blinds on the window so it's not dazzling! Let him go already!	Lasken loppusumman. Lapset laskevat laskiaisena mäkeä. Laske kaihdin ikkunassa alas, ettei häikäise! Laske hänet jo menemään!	Aj risoo önsumri. Ipmämsi lytuu na Lytuono möyl. Lypaa katyvvo in kauv, syt ej ahkliir! Fatuu hä ripnen!
He was Viljo, or nicknamed Ville. He lived to be 67 years old.	Hän oli Viljo eli Ville kutsumanimeltään. Hän eli 67-vuotiaaksi asti.	Hä ooen Viljo tuasaali Ville vi tukooersa. Hä ee-en mu 67-jänriva (sikbassev) ättu.
He may not come to the party because he has many obstacles.	Hän ei ehkä tule juhlaan, sillä hänellä on paljon esteitä.	Hä ej mejli uut rono, syfor hä oof piri yvsi.
The church is often in the middle of a village or town. 	Kirkko on usein keskellä kirkonkylää tai kaupunkia.	Ustol oo sina midin ustolcel taj taunlo.
Is the law still in effect? What new law has replaced it? The top of the mountain seems to be without a tree.	Onko laki enää voimassa? Mikä uusi laki on korvannut sen? Vuoren laki näyttää olevan puuton.	Ooko pöso ejpirnen in po? Ko novva pöso oo sijfaaen it? Ylstlo of pimöyl oblikaa oo puejva.
How are you feeling now? Do you feel a pain in your head?	Miltä sinusta nyt tuntuu? Tuntuuko kipua päässäsi?	Ko ja nen livofii? Livofiiko ahfi in jaof pä?
He joined the association. What is the matter related to?	Hän liittyi yhdistykseen. Mihin asia liittyy?	Hä rutuuen sossio. Kointu so rutuu?
Some larger nations want to dictate to smaller nations, even though all people should be equal.	Jotkin isommat kansat haluavat määrätä pienempiä kansoja, vaikka kaikkien ihmisten pitäisi olla tasa-arvoisia.	Ösi pipir hyjsi ofraa pösaa ippir hyjsi, tajli ki mämsi piitif oo talrova.
Cars include, among others, passenger car, lorry, truck, bus, van, ambulance and taxi.	Autoja ovat mm. henkilöauto, kuorma-auto, rekka-auto, maastoauto, linja-auto, pakettiauto, ambulanssi ja taksi.	Tuvösi oo intuasi hojotuvö, lodtuvö, lugatuvö, simoltuvö, siotuvö, päktuvö, rettuvö a tiftuvö.
Are the rules easy to understand in detail? They have many sections.	Onko säännöt helppo ymmärtää tyhjentävästi, niissä on monta pykälää. 	Ooko pöregsi gnova dakavoo luufli, itsi oof si kiröiksi (pösoiksi). 
I have read quite a lot of information from different fields. I does not in earnest develop Vosa, for fun and also seriously.	Olen lukenut varsin paljon eri aloilta tietoa. Minä varsin kehitän vosaa, huvikseni ja myös tosissaan.	Aj oo riiken rafli piri ut er leiobsi öbda. Aj ejgrerilli deev vosa, for ajof hehob a ali grerilli.
There are countless books that I haven't read and never intend to read.	On lukemattomia kirjoja, joita en ole lukenut enkä aio koskaan lukeakaan.	Oo risoejva kirtosi, kosi aj ej oo riiken a aj nesoo ejna riik a.
Set theory deals with various sets and calculates with them.	Joukko-opissa käsitellään erilaisia joukkoja ja lasketaan niillä.	In siodav cuteeta erva siosi a risoota vy itsi.
This plant only occurs in Lapland. Who performed at the spring festival?	Tämä kasvi esiintyy vain Lapissa. Ketkä kevätjuhlassa esiintyivät?	Tä ep kauut erisli in Laplo. Kojosi autedtukaaen in enlaknorono?
You should think more thoroughly first and only then speak or act. Thinking consumes energy, it requires glucose in the brain.	Pitäisi ajatella perusteellisemmin ensin ja sanoa tai toimia vasta sitten. Ajattelu kuluttaa energiaa, siihen tarvitaan glukoosia aivoissa.	Piitif soo beslipir isvana a saa taj otee denen itne. Soote teroriip pori, for it niidta glukosmo in daevsi.
There is someone, is it a Christmas elf or a troll?	Siellä on joku, onko se joulutonttu vai peikko?	Itla oo öjo, ooko it julielönhätjo taj troljo?
How many municipalities are there in Finland? Which parish and diocese or clique (faction, coterie) do you belong to, or do you not belong to any?	Kuinka monta kuntaa on Suomessa? Mihin seurakuntaan ja hiippakuntaan tai kuppikuntaan kuulut tai et mihinkään?	Siko dilsi oo in Finlo? Ko usdil a usgul taj ängsio ja tuoof taj ejkointu?
What is your opinion on the matter? The heel of my shoe has come off, I'm going to the shoemaker. My heels are sore (have gone to the wounds), I'm going to lubricate them.	Mikä on sinun kantasi asiaan? Kenkäni kanta (korko) on irronnut, menen suutarille. Kantapääni on ahavoitunut, voitelen ne.	Ko oo jaof micu intu so? Ajof tuveto pirtap oo uuren, aj tuu tuvetoojo. Ajof tuvepäsi oo laevautreeken, aj oilpaa itsi.
Matti is building a detached house. Quarrel breaks, love builds.	Matti rakentaa omakotitaloa. Riita rikkoo, rakkaus rakentaa.	Matti tool öfbaltol. Pos reek, ra tool.
War causes a lot of suffering, destruction and also environmental problems. Why are authoritarian rulers so crazy that they don't care about the opinions of ordinary citizens and force them to go to war through violence, fear and propaganda, driven by their desires and obsessions?	Sota aiheuttaa paljon kärsimystä, tuhoa ja myös ympäristöongelmia. Miksi autoritääriset vallanpitäjät ovat niin hulluja, että eivät välitä tavallisten kansalaisten mielipiteistä ja pakottavat väkivalloin, pelolla ja propagandalla sotimaan mielihalujensa ja pakkomielteittensä ajamina.	Sip syy piri saf, kirek a ali raulo-ongsi. Kosy autgöpöva pöpaoojosi oo itli sivcuova, syt häsi ej forkee öb resiva hyjjosi micusi a tepiit popitpöli, vy rak a ahdayste siip katuuen vy häof miofrasi a pitmisi.
It has been almost 2000 years since Jesus was crucified and resurrected. Will He soon come to earth for the second time?	Jeesuksen ristiinnaulitsemisesta ja ylösnousemisesta on kulunut kohta 2000 vuotta. Joko Hän pian tulee toisen kerran maan päälle.	Ut Jesus krosrupiikte a eönyylte oo noriipen ipne 2000 (dudis) jänsi. Ripnenko Hä ipne uut duva isno le mol.
If there is no reliable data to process, artificial intelligence is not a smart assistant.	Jos ei ole luotettavia tietoja, joita voi käsitellä, tekoäly ei ole älykäs apulainen.	If ej oo uscuva öbdasi, kosi voo cutee, tevis ej oo vovisva vyojo.
How are you? Nothing special. How about you?	Mitä kuuluu? Ei mitään erityistä. Entä sulle?	Ko obhöö? Ejö eröva. Ako tu ja?
Mr. and Mrs. Virtanen go to a restaurant to eat because they don't feel like cooking good food themselves on each other's birthday.	Herra ja rouva Virtanen menevät ravintolaan syömään, kun eivät toisen syntymäpäivänä viitsi itse valmistaa hyvää ruokaa.	Romä a roäm Virtanen tuu roemlo eem, na häsi ej na tuaof nöetan ratee aut emtoo hava em.
Why are there tides and ebbs (high tides and low tides) in the ocean? Because the moon's gravity affects them. I did it for her.	Minkä vuoksi ovat vuoksi ja luode (nousuvesi ja laskuvesi) meressä? Sen vuoksi, kun kuun vetovoima vaikuttaa niihin. Tein sen hänen vuokseen.	Kosy oo yylvamno a lyyvamno in fovamlo? Itsy, na monlo poagpo yys intu itsi. Aj tee-en it syfor hä.
How many people, participants, were there at the housing association meeting? Only a few, I think it was 9.	Kuinka monta henkilöä, osallistujaa oli taloyhtiön kokouksessa? Vain muutama, taisi olla 9.	Siko hojosi, ikaapjosi ooen in tolvirosio visahäp? Erisli ipsi, mejli ooen 9 (nin).
Who was elected chairman? How many were against the proposal, how many were in favor of it?	Kuka valittiin puheenjohtajaksi? Kuinka monta oli ehdotusta vastaan, kuinka monta sen puolesta?	Kojo apkaaenta mu sasadiirjo? Siko ooen ög tajsa, siko gö it?
Here is an example of how with diligence you can learn a language well in school and with self-study, even with mediocre intelligence.	Tässä on esimerkki siitä, että ahkeruudella voi oppia kieltä hyvin koulussa ja itseopiskelulla, keskinkertaisella älykkyydelläkin. 	Täin oo edka ob it, syt vy piritevao voo daav vos hali in davlo a vy autapdav, ali vy midlivova vovisvao.
What time do you get out of bed in the morning and what time do you go to bed at night? Prices have risen and the value of money has fallen.	Mihin aikaan nouset sängystä ylös aamulla ja mihin aikaan menet nukkumaan illalla? Hinnat ovat nousseet ja rahan arvo laskenut.	Kona yyl ja ut nukos yltu entanna a kona tuu ja nuuk ennatna? Rovrisi oo yylen a rov ro oo lyyen.
How to do it? By first downloading the program from the internet, installing the program, and running the program with these parameters.	Miten se tehdään? Siten, että ladataan netistä ensin ohjelma, asennetaan ohjelma ja ajetaan ohjelma näillä parametreilla.	Koli it teeta? Itli, syt utloodta vinet isvana prog, forlopaata prog a katuuta prog vi täsi muriosi.
How is your health, your well-being now? How is the economy? Is there still room there? I lived on a farm as a child. Put the new part in place of the old one!	Kuinka on terveyden tilasi, vointisi nyt? Millainen on talouden tila? Onko siellä vielä tilaa? Olen asunut lapsena maatilalla. Laita uusi osa vanhan tilalle!	Koli oo jaof tersta, fivoote nen? Kova oo rosta sta? Ooko itla pirnen til? Aj oo elooen na ipmäm la villö. Lopaa ja novva obik forsij vonva!
It wasn't until Midsummer that I made a birch whisk into the sauna, took a steam bath, and beat my body with the moistened birch whisk.	Vasta juhannuksena tein vastan saunaan, otin löylyä ja hakkasin kostutetulla vastalla ruumistani.	Denen midlakna aj tee-en lifhäkvo intu läktol, aapen läkvamhom a hääken vy votmuuen lifhäkvo ajof bodev.
What are your company's values? What do you value most, what are important to you in your life?	Mitkä ovat yrityksenne arvot? Mitä eniten arvostat, mitkä ovat sinulle tärkeitä elämässäsi?	Kosi rosi oof jasiof tralö? Ko ja ristli rocuu, kosi oo tu ja curova in jaof eo?
Time passes, clothes wear out, food wears out, money wears out.	Aika kuluu, vaatteet kuluvat, ruokaa kuluu, rahat kuluvat. 	No noriip, vatsi toriip, em toriip, rov roriip.
What do you read, what kind of literature, magazines, websites?	Mitä luet, millaista kirjallisuutta, lehtiä, internet-sivuja? 	Ko ja riik, kova kirsito, dapaprsi, vinetsidsi?
A researcher studies, conducts research, and even defends a doctoral thesis.	Tutkija tutkii, tekee tutkimusta ja jopa väittelee tohtoriksi.	Dakaajo dakaa, tee daka a jea silijesaa mu gudavjo.
Replace the damaged product with a similar product! Who is your customer service representative?	Anna vioittuneen tuotteen tilalle vastaava tuote! Kuka teillä on asiakaspalveluvastaava?	Faa forsij autviiken to lireobva to! Kojo jasi oof sojoseerte ookva.
What do you give your dad for Father's Day and how do you celebrate it?	Mitä annat isällesi isänpäivänä ja miten vietätte sitä?	Ko ja faa tu jaof ma na Matan a koli jasi notee it?
Here are beautiful flowers growing, and there is a vegetable garden with vegetables and root crops growing, and in the garden there are berry bushes and fruit trees. Nowadays, savings don't grow much interest.	Tässä kasvaa kauniita kukkia ja tuolla on kasvimaa, jossa on kasvamassa vihanneksia ja juureksia ja puutarhassa on marjapensaita, hedelmäpuita. Nykyisin säästöt eivät kasva paljoa korkoa.	Täin eöpiir kava kuksi a ätla oo epmol, koin oo eöpiirnen grinemsi a juremsi a in tolsieplo oo berpupsi, hedpusi. Nenna ropaosi ej piir piri ylikrov.
Nowadays there are good opportunities to study languages, there are good learning materials online. It would be good to have conversation partners to converse with in Vosa.	Nykyisin on hyvät mahdollisuudet opiskella kieliä, netissä on hyviä oppimateriaaleja. Olisi hyvä saada puhekavereita keskustelemaan vosaksi.	Nenna oo hava vovaosi apdaav vossi, in vinet oo hava davmosi. Ooif hava aaf sasavijosi for visasaa mu vosa.
Making good courses and videos takes a lot of time. Take it when you go, bring it when you come!	Hyvien oppikurssien ja videoiden teko vie paljon aikaa. Vie mennessäsi, tuo tullessasi!	Hava davhäpsi a kahötosi te gaa (aap) piri no. Gaa ja na ja tuu, aag ja na ja uut!
What position did he have in the competition? They had no place (space) in the inn, so they had to stay in the stable.	Monesko sija hänellä oli kilpailussa? Heillä ei ollut sijaa (tilaa) majatalossa, vaan he joutuivat talliin.	Sivako culo hä oofen in vintra? Häsi ei oofen til in iprotuotol, mut häsi autnotuuen intu popetol.
Where should this vase be placed? Where should the furniture be placed, table, chairs, bench, bed, cupboard, bookcase, armchairs, sofa?	Minne tämä maljakko pitäisi asettaa? Minne huonekalut asetetaan, pöytä, tuolit, penkki, sänky, kaappi, kirjahylly, nojatuolit, sohva?	Kotu tä kukves piitif lopaa? Kotu tolossi lopaata, laos, sitossi, lusitos, nukos, gabos, kirtogabtal, ögsupsitossi, makleisitos?
The government has fallen and a new one is being formed. Who will be the prime minister? What kind is the government program?	Hallitus on kaatunut ja uutta muodostetaan. Kenestähän tulee pääministeri? Millainen on hallitusohjelma?	Pöjosio oo keiien a novva kauteeta. Kojo a muu päpösiojo? Kova oo pöjosioprog?
Here is the user guide. Read it to find out how to get the best washing results for different types of clothes with your washing machine.	Tässä on käyttöohje. Lue se, miten saat parhaan pesutuloksen eri vaatelaaduille pesukoneella.	Täin oo teolida. Riik ja it koli ja aaf hast vooshte utro tu er vatvaosi vy vooshvö.
From example sentences, you learn about word usage contexts, word choices, and sentence structures.	Esimerkkilauseista oppii sanojen käyttöyhteyksiä, sanavalintoja ja lauserakenteita.	Ob edkalusasi daav sasi teoviosi, sa-apkaatesi a lusalitolsi.
Who is ahead in line? Is the clock ahead, behind, or exactly on time? Look at the picture above!	Kuka kulkee edellä jonossa? Onko kello edellä vai jäljessä vai tarkasti ajallaan? Katso edellä olevaa kuvaa!	Kojo tuut edla in tujär? Ooko novo edla taj dela taj tarkli ofna? Kaa ja edla oova kato!
Was the trip pleasant? How far (distance) is it from here to your home?	Oliko mukava matka? Kuinka pitkä matka (etäisyys) täältä on kotiisi?	Ooenko hamiva rotuo? Koli luva farri täel oo tu jaof bal?
While I cook, I listen to the news and other current affairs programs.	Samalla kun keitän ruokaa, kuuntelen uutisia ja muita asiaohjelmia.	Rena aj kuu em, aj höör novsasi a tua soprogsi.
